"hf","hm","C","dStar","r","k","sf","sm","F.11","F.12","F.13","F.14","F.22","F.23","F.24","F.33","F.34","F.44","G.11","G.12","G.13","G.14","G.22","G.23","G.24","G.33","G.34","G.44","qHat","ZHat"
0.5,0.5,0.25,0.7,0,1.1,0.0950618322537226,0.113,0.734748,0.030494,0,1e-05,0,0,0,0,0,0,0.234748,0,0,0,0,0,0,0,0,0,0.500000000000001,0.0365168539325842
0.5,0.5,0.3,0.68,0,1.1,0.0897688480534573,0.113,0.688827,0.027922,0,1.1e-05,0,0,0,0,0,0,0.28324,0,0,0,0,0,0,0,0,0,0.500000000000002,0.0346117867165575
0.5,0.5,0.35,0.66,0,1.1,0.0839857618692063,0.113,0.642346,0.025502,0,1.1e-05,0,0,0,0,0,0,0.332141,0,0,0,0,0,0,0,0,0,0.5,0.0326932425862908
0.5,0.5,0.4,0.64,0,1.1,0.0777765541545069,0.113,0.59535,0.023238,0,1.2e-05,0,0,0,0,0,0,0.3814,0,0,0,0,0,0,0,0,0,0.5,0.0307769929364278
0.5,0.5,0.45,0.62,0,1.1,0.071217644099707,0.113,0.547885,0.021135,0,1.4e-05,0,0,0,0,0,0,0.430966,0,0,0,0,0,0,0,0,0,0.500000000000002,0.0288813382122321
0.5,0.5,0.5,0.6,0,1.1,0.0643948028265329,0.113,0.5,0.019199,0,1.5e-05,0,0,0,0,0,0,0.480786,0,0,0,0,0,0,0,0,0,0.499999999999999,0.0270270270270271
0.5,0.5,0.55,0.58,0,1.1,0.0573994493716538,0.113,0.451743,0.017432,1e-06,1.7e-05,0,0,0,0,0,0,0.530805,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999999,0.0252370329057446
0.5,0.5,0.6,0.56,0,1.1,0.0503246608652279,0.113,0.40317,0.01584,1e-06,1.9e-05,0,0,0,0,0,0,0.580968,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0.0235361653272101
0.5,0.5,0.65,0.54,0,1.1,0.0432612531215373,0.113,0.354333,0.014423,1e-06,2.3e-05,0,0,0,0,0,0,0.631219,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0.0219505008839128
0.5,0.5,0.7,0.52,0,1.1,0.0362942597255768,0.113,0.305285,0.013189,1e-06,2.7e-05,0,0,0,0,0,0,0.681496,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0.020506634499397
0.5,0.5,0.75,0.5,0,1.1,0.0295000652656311,0.113,0.256083,0.012136,1e-06,3.3e-05,0,0,0,0,0,0,0.731744,0,1e-06,0,0,0,0,2e-06,0,0,0.500000000000001,0.0192307692307692
0.5,0.5,0.8,0.48,0,1.1,0.0229443487865891,0.113,0.206784,0.011266,1e-06,4.3e-05,0,0,0,0,0,0,0.781903,0,1e-06,0,0,0,0,2e-06,0,0,0.499999999999997,0.0181476846057573
0.5,0.5,0.85,0.46,0,1.1,0.0166808872460593,0.113,0.157445,0.010577,1e-06,6e-05,0,0,0,0,0,0,0.831913,0,1e-06,0,0,0,0,3e-06,0,0,0.500000000000001,0.017279644895371
0.5,0.5,0.9,0.44,0,1.1,0.0107511740662653,0.113,0.108123,0.010062,1e-06,9.3e-05,0,0,0,0,0,0,0.881714,0,2e-06,0,0,0,0,6e-06,0,0,0.499999999999999,0.0166453265044814
0.5,0.5,0,0.8,0,0.9,0.113,0.113,0.999987,9e-06,1e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.05,0.78,0,0.9,0.110583802125558,0.113,0.949987,1e-05,1e-06,4e-06,0,0,0,0,0,0,0.049999,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.1,0.76,0,0.9,0.107586259425699,0.113,0.899988,1e-05,1e-06,5e-06,0,0,0,0,0,0,0.099997,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.15,0.74,0,0.9,0.103996024222791,0.113,0.849989,1.1e-05,1e-06,5e-06,0,0,0,0,0,0,0.149995,0,0,0,0,0,0,0,0,0,0.500000000000001,0
0.5,0.5,0.2,0.72,0,0.9,0.0998153857025502,0.113,0.79999,1.2e-05,0,5e-06,0,0,0,0,0,0,0.199994,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.25,0.7,0,0.9,0.0950618322537226,0.113,0.749992,1.2e-05,0,5e-06,0,0,0,0,0,0,0.249992,0,0,0,0,0,0,0,0,0,0.500000000000001,0
0.5,0.5,0.3,0.68,0,0.9,0.0897688480534573,0.113,0.699993,1.3e-05,0,6e-06,0,0,0,0,0,0,0.299989,0,0,0,0,0,0,0,0,0,0.500000000000002,0
0.5,0.5,0.35,0.66,0,0.9,0.0839857618692063,0.113,0.649994,1.4e-05,0,6e-06,0,0,0,0,0,0,0.349987,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.4,0.64,0,0.9,0.0777765541545069,0.113,0.599996,1.5e-05,0,7e-06,0,0,0,0,0,0,0.399983,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.45,0.62,0,0.9,0.071217644099707,0.113,0.549998,1.6e-05,0,7e-06,0,0,0,0,0,0,0.44998,0,0,0,0,0,0,0,0,0,0.500000000000002,0
0.5,0.5,0.5,0.6,0,0.9,0.0643948028265329,0.113,0.5,1.7e-05,0,8e-06,0,0,0,0,0,0,0.499976,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.55,0.58,0,0.9,0.0573994493716538,0.113,0.450001,1.8e-05,1e-06,9e-06,0,0,0,0,0,0,0.54997,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999999,0
0.5,0.5,0.6,0.56,0,0.9,0.0503246608652279,0.113,0.400004,2e-05,1e-06,1e-05,0,0,0,0,0,0,0.599964,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0
0.5,0.5,0.65,0.54,0,0.9,0.0432612531215373,0.113,0.350008,2.1e-05,1e-06,1.1e-05,0,0,0,0,0,0,0.649958,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0
0.5,0.5,0.7,0.52,0,0.9,0.0362942597255768,0.113,0.300012,2.3e-05,1e-06,1.2e-05,0,0,0,0,0,0,0.699951,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0
0.5,0.5,0.75,0.5,0,0.9,0.0295000652656311,0.113,0.250017,2.4e-05,1e-06,1.4e-05,0,0,0,0,0,0,0.749942,0,1e-06,0,0,0,0,2e-06,0,0,0.500000000000001,0
0.5,0.5,0.8,0.48,0,0.9,0.0229443487865891,0.113,0.200023,2.6e-05,1e-06,1.6e-05,0,0,0,0,0,0,0.799932,0,1e-06,0,0,0,0,2e-06,0,0,0.499999999999997,0
0.5,0.5,0.85,0.46,0,0.9,0.0166808872460593,0.113,0.15003,2.7e-05,1e-06,1.8e-05,0,0,0,0,0,0,0.849921,0,1e-06,0,0,0,0,3e-06,0,0,0.500000000000001,0
0.5,0.5,0.9,0.44,0,0.9,0.0107511740662653,0.113,0.100038,2.8e-05,1e-06,2.2e-05,0,0,0,0,0,0,0.899904,0,2e-06,0,0,0,0,7e-06,0,0,0.499999999999999,0
0.5,0.5,0,0.8,0.02,1.5,0.113,0.113,0.833334,0.166659,1e-06,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.166666666666667
0.5,0.5,0.05,0.78,0.02,1.5,0.110583802125558,0.113,0.808009,0.157761,1e-06,6e-06,0,0,0,0,0,0,0.034223,0,0,0,0,0,0,0,0,0,0.499999999999999,0.162095639943741
0.5,0.5,0.1,0.76,0.02,1.5,0.107586259425699,0.113,0.780899,0.148869,1e-06,6e-06,0,0,0,0,0,0,0.070225,0,0,0,0,0,0,0,0,0,0.499999999999999,0.15727002967359
0.5,0.5,0.15,0.74,0.02,1.5,0.103996024222791,0.113,0.75198,0.14002,1e-06,7e-06,0,0,0,0,0,0,0.107992,0,0,0,0,0,0,0,0,0,0.500000000000001,0.152190923317684
0.5,0.5,0.2,0.72,0.02,1.5,0.0998153857025502,0.113,0.721239,0.13126,1e-06,7e-06,0,0,0,0,0,0,0.147493,0,0,0,0,0,0,0,0,0,0.5,0.146864686468647
0.5,0.5,0.25,0.7,0.02,1.5,0.0950618322537226,0.113,0.68868,0.122633,0,7e-06,0,0,0,0,0,0,0.18868,0,0,0,0,0,0,0,0,0,0.500000000000001,0.141304347826087
0.5,0.5,0.3,0.68,0.02,1.5,0.0897688480534573,0.113,0.654321,0.11419,0,7e-06,0,0,0,0,0,0,0.231482,0,0,0,0,0,0,0,0,0,0.500000000000002,0.135531135531135
0.5,0.5,0.35,0.66,0.02,1.5,0.0839857618692063,0.113,0.618204,0.10598,0,8e-06,0,0,0,0,0,0,0.275809,0,0,0,0,0,0,0,0,0,0.5,0.129576107899807
0.5,0.5,0.4,0.64,0.02,1.5,0.0777765541545069,0.113,0.580386,0.098061,0,8e-06,0,0,0,0,0,0,0.321545,0,0,0,0,0,0,0,0,0,0.5,0.123481781376518
0.5,0.5,0.45,0.62,0.02,1.5,0.071217644099707,0.113,0.54095,0.090489,0,9e-06,0,0,0,0,0,0,0.368552,0,0,0,0,0,0,0,0,0,0.500000000000002,0.117303609341826
0.5,0.5,0.5,0.6,0.02,1.5,0.0643948028265329,0.113,0.5,0.083323,0,9e-06,0,0,0,0,0,0,0.416668,0,0,0,0,0,0,0,0,0,0.499999999999999,0.111111111111111
0.5,0.5,0.55,0.58,0.02,1.5,0.0573994493716538,0.113,0.457663,0.076618,0,1e-05,0,0,0,0,0,0,0.465709,0,0,0,0,0,0,0,0,0,0.499999999999999,0.104988399071926
0.5,0.5,0.6,0.56,0.02,1.5,0.0503246608652279,0.113,0.414087,0.070433,1e-06,1.1e-05,0,0,0,0,0,0,0.515466,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0.0990338164251207
0.5,0.5,0.65,0.54,0.02,1.5,0.0432612531215373,0.113,0.369449,0.064824,1e-06,1.2e-05,0,0,0,0,0,0,0.565712,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0.093358395989975
0.5,0.5,0.7,0.52,0.02,1.5,0.0362942597255768,0.113,0.323941,0.059843,1e-06,1.3e-05,0,0,0,0,0,0,0.6162,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0.0880829015544042
0.5,0.5,0.75,0.5,0.02,1.5,0.0295000652656311,0.113,0.277775,0.055539,1e-06,1.4e-05,0,0,0,0,0,0,0.666669,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000001,0.0833333333333333
0.5,0.5,0.8,0.48,0.02,1.5,0.0229443487865891,0.113,0.23118,0.051953,1e-06,1.6e-05,0,0,0,0,0,0,0.716847,0,1e-06,0,0,0,0,2e-06,0,0,0.499999999999997,0.0792349726775957
0.5,0.5,0.85,0.46,0.02,1.5,0.0166808872460593,0.113,0.184397,0.049124,1e-06,1.7e-05,0,0,0,0,0,0,0.766457,0,1e-06,0,0,0,0,3e-06,0,0,0.500000000000001,0.0759052924791086
0.5,0.5,0.9,0.44,0.02,1.5,0.0107511740662653,0.113,0.137677,0.047079,1e-06,1.9e-05,0,0,0,0,0,0,0.815219,0,1e-06,0,0,0,0,4e-06,0,0,0.499999999999999,0.0734463276836157
0.5,0.5,0,0.8,0.02,1.1,0.113,0.113,0.954534,0.04546,1e-06,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0454545454545455
0.5,0.5,0.05,0.78,0.02,1.1,0.110583802125558,0.113,0.912001,0.042215,1e-06,6e-06,0,0,0,0,0,0,0.045778,0,0,0,0,0,0,0,0,0,0.499999999999999,0.0437713634637296
0.5,0.5,0.1,0.76,0.02,1.1,0.107586259425699,0.113,0.86872,0.039093,1e-06,6e-06,0,0,0,0,0,0,0.09218,0,0,0,0,0,0,0,0,0,0.499999999999999,0.04203013481364
0.5,0.5,0.15,0.74,0.02,1.1,0.103996024222791,0.113,0.824725,0.036099,1e-06,7e-06,0,0,0,0,0,0,0.139168,0,0,0,0,0,0,0,0,0,0.500000000000001,0.040235829540753
0.5,0.5,0.2,0.72,0.02,1.1,0.0998153857025502,0.113,0.78005,0.033243,0,7e-06,0,0,0,0,0,0,0.1867,0,0,0,0,0,0,0,0,0,0.5,0.0383951682484902
0.5,0.5,0.25,0.7,0.02,1.1,0.0950618322537226,0.113,0.734734,0.030526,0,7e-06,0,0,0,0,0,0,0.234734,0,0,0,0,0,0,0,0,0,0.500000000000001,0.0365168539325842
0.5,0.5,0.3,0.68,0.02,1.1,0.0897688480534573,0.113,0.688815,0.027956,0,7e-06,0,0,0,0,0,0,0.283223,0,0,0,0,0,0,0,0,0,0.500000000000002,0.0346117867165575
0.5,0.5,0.35,0.66,0.02,1.1,0.0839857618692063,0.113,0.642336,0.025538,0,8e-06,0,0,0,0,0,0,0.332118,0,0,0,0,0,0,0,0,0,0.5,0.0326932425862908
0.5,0.5,0.4,0.64,0.02,1.1,0.0777765541545069,0.113,0.595343,0.023277,0,8e-06,0,0,0,0,0,0,0.381373,0,0,0,0,0,0,0,0,0,0.5,0.0307769929364278
0.5,0.5,0.45,0.62,0.02,1.1,0.071217644099707,0.113,0.547881,0.021178,0,9e-06,0,0,0,0,0,0,0.430933,0,0,0,0,0,0,0,0,0,0.500000000000002,0.0288813382122321
0.5,0.5,0.5,0.6,0.02,1.1,0.0643948028265329,0.113,0.5,0.019246,0,9e-06,0,0,0,0,0,0,0.480746,0,0,0,0,0,0,0,0,0,0.499999999999999,0.0270270270270271
0.5,0.5,0.55,0.58,0.02,1.1,0.0573994493716538,0.113,0.451748,0.017483,1e-06,1e-05,0,0,0,0,0,0,0.530758,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999999,0.0252370329057446
0.5,0.5,0.6,0.56,0.02,1.1,0.0503246608652279,0.113,0.40318,0.015896,1e-06,1.1e-05,0,0,0,0,0,0,0.580911,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0.0235361653272101
0.5,0.5,0.65,0.54,0.02,1.1,0.0432612531215373,0.113,0.354348,0.014488,1e-06,1.2e-05,0,0,0,0,0,0,0.63115,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0.0219505008839128
0.5,0.5,0.7,0.52,0.02,1.1,0.0362942597255768,0.113,0.305308,0.013261,1e-06,1.3e-05,0,0,0,0,0,0,0.681416,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0.020506634499397
0.5,0.5,0.75,0.5,0.02,1.1,0.0295000652656311,0.113,0.256114,0.012219,1e-06,1.4e-05,0,0,0,0,0,0,0.731649,0,1e-06,0,0,0,0,2e-06,0,0,0.500000000000001,0.0192307692307692
0.5,0.5,0.8,0.48,0.02,1.1,0.0229443487865891,0.113,0.206825,0.011363,1e-06,1.5e-05,0,0,0,0,0,0,0.781794,0,1e-06,0,0,0,0,2e-06,0,0,0.499999999999997,0.0181476846057573
0.5,0.5,0.85,0.46,0.02,1.1,0.0166808872460593,0.113,0.157496,0.010695,1e-06,1.7e-05,0,0,0,0,0,0,0.831787,0,1e-06,0,0,0,0,3e-06,0,0,0.500000000000001,0.017279644895371
0.5,0.5,0.9,0.44,0.02,1.1,0.0107511740662653,0.113,0.108185,0.010216,1e-06,1.9e-05,0,0,0,0,0,0,0.881571,0,2e-06,0,0,0,0,6e-06,0,0,0.499999999999999,0.0166453265044814
0.5,0.5,0,0.8,0.02,0.9,0.113,0.113,0.999985,1.1e-05,1e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.05,0.78,0.02,0.9,0.110583802125558,0.113,0.949986,1.1e-05,1e-06,4e-06,0,0,0,0,0,0,0.049999,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.1,0.76,0.02,0.9,0.107586259425699,0.113,0.899987,1.2e-05,1e-06,4e-06,0,0,0,0,0,0,0.099997,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.15,0.74,0.02,0.9,0.103996024222791,0.113,0.849988,1.3e-05,1e-06,4e-06,0,0,0,0,0,0,0.149995,0,0,0,0,0,0,0,0,0,0.500000000000001,0
0.5,0.5,0.2,0.72,0.02,0.9,0.0998153857025502,0.113,0.79999,1.3e-05,0,4e-06,0,0,0,0,0,0,0.199994,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.25,0.7,0.02,0.9,0.0950618322537226,0.113,0.749991,1.4e-05,0,4e-06,0,0,0,0,0,0,0.249991,0,0,0,0,0,0,0,0,0,0.500000000000001,0
0.5,0.5,0.3,0.68,0.02,0.9,0.0897688480534573,0.113,0.699993,1.5e-05,0,4e-06,0,0,0,0,0,0,0.299989,0,0,0,0,0,0,0,0,0,0.500000000000002,0
0.5,0.5,0.35,0.66,0.02,0.9,0.0839857618692063,0.113,0.649994,1.6e-05,0,5e-06,0,0,0,0,0,0,0.349986,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.4,0.64,0.02,0.9,0.0777765541545069,0.113,0.599995,1.8e-05,0,5e-06,0,0,0,0,0,0,0.399982,0,0,0,0,0,0,0,0,0,0.5,0
0.5,0.5,0.45,0.62,0.02,0.9,0.071217644099707,0.113,0.549998,1.9e-05,0,5e-06,0,0,0,0,0,0,0.449979,0,0,0,0,0,0,0,0,0,0.500000000000002,0
0.5,0.5,0.5,0.6,0.02,0.9,0.0643948028265329,0.113,0.5,2.1e-05,0,6e-06,0,0,0,0,0,0,0.499974,0,0,0,0,0,0,0,0,0,0.499999999999999,0
0.5,0.5,0.55,0.58,0.02,0.9,0.0573994493716538,0.113,0.450001,2.3e-05,1e-06,6e-06,0,0,0,0,0,0,0.549968,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999999,0
0.5,0.5,0.6,0.56,0.02,0.9,0.0503246608652279,0.113,0.400005,2.5e-05,1e-06,7e-06,0,0,0,0,0,0,0.599961,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0
0.5,0.5,0.65,0.54,0.02,0.9,0.0432612531215373,0.113,0.350008,2.7e-05,1e-06,7e-06,0,0,0,0,0,0,0.649955,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0
0.5,0.5,0.7,0.52,0.02,0.9,0.0362942597255768,0.113,0.300014,3e-05,1e-06,8e-06,0,0,0,0,0,0,0.699946,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0
0.5,0.5,0.75,0.5,0.02,0.9,0.0295000652656311,0.113,0.250019,3.3e-05,1e-06,9e-06,0,0,0,0,0,0,0.749936,0,1e-06,0,0,0,0,2e-06,0,0,0.500000000000001,0
0.5,0.5,0.8,0.48,0.02,0.9,0.0229443487865891,0.113,0.200024,3.5e-05,1e-06,9e-06,0,0,0,0,0,0,0.799928,0,1e-06,0,0,0,0,2e-06,0,0,0.499999999999997,0
0.5,0.5,0.85,0.46,0.02,0.9,0.0166808872460593,0.113,0.150032,3.8e-05,1e-06,1e-05,0,0,0,0,0,0,0.849916,0,1e-06,0,0,0,0,3e-06,0,0,0.500000000000001,0
0.5,0.5,0.9,0.44,0.02,0.9,0.0107511740662653,0.113,0.100039,4.1e-05,1e-06,1.1e-05,0,0,0,0,0,0,0.8999,0,2e-06,0,0,0,0,7e-06,0,0,0.499999999999999,0
0.5,0.5,0,0.8,0.05,1.5,0.113,0.113,0.833334,0.166661,1e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.166666666666667
0.5,0.5,0.05,0.78,0.05,1.5,0.110583802125558,0.113,0.808008,0.157764,1e-06,4e-06,0,0,0,0,0,0,0.034223,0,0,0,0,0,0,0,0,0,0.499999999999999,0.162095639943741
0.5,0.5,0.1,0.76,0.05,1.5,0.107586259425699,0.113,0.780899,0.148871,1e-06,4e-06,0,0,0,0,0,0,0.070225,0,0,0,0,0,0,0,0,0,0.499999999999999,0.15727002967359
0.5,0.5,0.15,0.74,0.05,1.5,0.103996024222791,0.113,0.751979,0.140023,1e-06,5e-06,0,0,0,0,0,0,0.107992,0,0,0,0,0,0,0,0,0,0.500000000000001,0.152190923317684
0.5,0.5,0.2,0.72,0.05,1.5,0.0998153857025502,0.113,0.721239,0.131262,1e-06,5e-06,0,0,0,0,0,0,0.147493,0,0,0,0,0,0,0,0,0,0.5,0.146864686468647
0.5,0.5,0.25,0.7,0.05,1.5,0.0950618322537226,0.113,0.688679,0.122636,0,5e-06,0,0,0,0,0,0,0.18868,0,0,0,0,0,0,0,0,0,0.500000000000001,0.141304347826087
0.5,0.5,0.3,0.68,0.05,1.5,0.0897688480534573,0.113,0.654321,0.114192,0,5e-06,0,0,0,0,0,0,0.231482,0,0,0,0,0,0,0,0,0,0.500000000000002,0.135531135531135
0.5,0.5,0.35,0.66,0.05,1.5,0.0839857618692063,0.113,0.618203,0.105984,0,5e-06,0,0,0,0,0,0,0.275808,0,0,0,0,0,0,0,0,0,0.5,0.129576107899807
0.5,0.5,0.4,0.64,0.05,1.5,0.0777765541545069,0.113,0.580386,0.098065,0,5e-06,0,0,0,0,0,0,0.321544,0,0,0,0,0,0,0,0,0,0.5,0.123481781376518
0.5,0.5,0.45,0.62,0.05,1.5,0.071217644099707,0.113,0.54095,0.090493,0,5e-06,0,0,0,0,0,0,0.368552,0,0,0,0,0,0,0,0,0,0.500000000000002,0.117303609341826
0.5,0.5,0.5,0.6,0.05,1.5,0.0643948028265329,0.113,0.5,0.083326,0,6e-06,0,0,0,0,0,0,0.416668,0,0,0,0,0,0,0,0,0,0.499999999999999,0.111111111111111
0.5,0.5,0.55,0.58,0.05,1.5,0.0573994493716538,0.113,0.457663,0.076623,0,6e-06,0,0,0,0,0,0,0.465708,0,0,0,0,0,0,0,0,0,0.499999999999999,0.104988399071926
0.5,0.5,0.6,0.56,0.05,1.5,0.0503246608652279,0.113,0.414087,0.070439,1e-06,6e-06,0,0,0,0,0,0,0.515465,0,1e-06,0,0,0,0,1e-06,0,0,0.499999999999998,0.0990338164251207
0.5,0.5,0.65,0.54,0.05,1.5,0.0432612531215373,0.113,0.36945,0.064831,1e-06,7e-06,0,0,0,0,0,0,0.565709,0,1e-06,0,0,0,0,1e-06,0,0,0.5,0.093358395989975
0.5,0.5,0.7,0.52,0.05,1.5,0.0362942597255768,0.113,0.323942,0.059851,1e-06,7e-06,0,0,0,0,0,0,0.616197,0,1e-06,0,0,0,0,1e-06,0,0,0.500000000000003,0.0880829015544042
