"Name","OnTree","SexSyst","SexSyst4"
"Potentilla_townsendii",,,
"Potentilla_tucumanensis",,,
"Potentilla_tugitakensis",,,
"Potentilla_turfosa",,,
"Potentilla_turgaica",,,
"Potentilla_umbrosa","yes",,
"Potentilla_uniflora","yes","hermaphrodite","Herm"
"Potentilla_vahliana",,,
"Potentilla_valderia","yes",,
"Potentilla_verticillaris",,,
"Potentilla_villosa",,,
"Potentilla_virgata",,,
"Potentilla_vulcanicola",,,
"Potentilla_wheeleri",,,
"Potentilla_xizangensis",,,
