k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
1.2466666666666668,0,0.2526624096196559,0.41394867451888206,1,0,1
1.2466666666666668,0,0.21820617218301075,0.26538243916709725,0,0,0
1.2466666666666668,0,0.47861605416067,0.34891401229352237,0,0,0
1.2466666666666668,0,0.176133787146737,0.10028082246838965,0,0,0
1.2466666666666668,0,0.1246681178531368,0.08856198851732167,0,0,0
1.2466666666666668,0,0.11597216115514575,0.1478714955204985,0,0,0
1.2466666666666668,0,0.42374471740394637,0.3489458693121903,1,0,1
1.2466666666666668,0,0.3297852080279555,0.1885675205919014,0,0,0
1.2466666666666668,0,0.13645486569305576,0.33328730603757084,0,0,0
1.2466666666666668,0,0.12952043736059593,0.07686887581645008,3,0,3
1.2466666666666668,0,0.32523921099265096,0.17586332936228255,2,0,2
1.2466666666666668,0,0.48939100955102155,0.2502820279220752,2,0,2
1.2466666666666668,0,0.1839328463227784,0.12141928709791061,0,0,0
1.2466666666666668,0,0.16124944911620853,0.35074986372699246,0,0,0
1.2466666666666668,0,0.32725507071389426,0.3917235565783842,0,0,0
1.2466666666666668,0,0.4949594157635786,0.24168962215307,0,0,0
1.2466666666666668,0,0.07554346958510227,0.1210226271153102,2,0,2
1.2466666666666668,0,0.28400807093127056,0.35505421773624724,0,0,0
1.2466666666666668,0,0.34043269676842114,0.27119093637356295,1,0,1
1.2466666666666668,0,0.21688995198944128,0.23444015524408468,0,0,0
1.2466666666666668,0,0.3169927666741317,0.2741110044363537,1,0,1
1.2466666666666668,0,0.10966549012905014,0.3039993647667436,0,0,0
1.2466666666666668,0,0.10843244279052311,0.1723595158464405,2,0,2
1.2466666666666668,0,0.41410636580685156,0.4200004690220881,0,0,0
1.2466666666666668,0,0.14159677664009207,0.3162914935744968,0,0,0
1.2466666666666668,0,0.36151553196170283,0.4120626136237223,1,0,1
1.2466666666666668,0,0.07869038565544284,0.03919071900773652,0,0,0
1.2466666666666668,0,0.3392275438677519,0.4119128189524194,1,0,1
1.2466666666666668,0,0.3337666198450263,0.19660488270054988,2,0,2
1.2466666666666668,0,0.47166411642772466,0.26759164756192944,2,0,2
1.2466666666666668,0,0.3395054798636964,0.27315359587325483,0,0,0
1.2466666666666668,0,0.1989851707034036,0.09368875047337488,3,0,3
1.2466666666666668,0,0.2880990534998449,0.3161860902362226,1,0,1
1.2466666666666668,0,0.09558813747943717,0.16469333604725045,0,0,0
1.2466666666666668,0,0.3604966872897196,0.46854027203395754,0,0,0
1.2466666666666668,0,0.16421240216805788,0.11189108951877114,3,0,3
1.2466666666666668,0,0.1742059500937525,0.36037316366426575,2,0,2
1.2466666666666668,0,0.2527985823620915,0.2588663983115842,0,0,0
1.2466666666666668,0,0.26161520069210487,0.35259823237955457,0,0,0
1.2466666666666668,0,0.2354563881497218,0.3952702115385047,1,0,1
1.2466666666666668,0,0.253617884802642,0.44095033949927975,1,0,1
1.2466666666666668,0,0.008747541137789527,0.008176122068558,2,0,2
1.2466666666666668,0,0.384027527106512,0.2693161415172941,0,0,0
1.2466666666666668,0,0.3447145305946093,0.37086512184476905,1,0,1
1.2466666666666668,0,0.2054632626885794,0.4207031966387811,2,0,2
1.2466666666666668,0,0.1880953350903377,0.14852586526395972,2,0,2
1.2466666666666668,0,0.188857086393041,0.21687542148587402,1,0,1
1.2466666666666668,0,0.23915184885969787,0.4985789892936595,2,0,2
1.2466666666666668,0,0.27925559657884536,0.44200619649974715,0,0,0
1.2466666666666668,0,0.4778375938317313,0.4418413270828927,0,0,0
1.2466666666666668,0,0.14568706450389912,0.41521321251562093,3,0,3
1.2466666666666668,0,0.2629632229835486,0.14135469659711442,0,0,0
1.2466666666666668,0,0.10211249450051507,0.23327668699909887,3,0,3
1.2466666666666668,0,0.34954483200816955,0.49886887063671315,0,0,0
1.2466666666666668,0,0.47066660087703116,0.3396722649069245,0,0,0
1.2466666666666668,0,0.24565692024275754,0.24845823941395917,0,0,0
1.2466666666666668,0,0.19822403704220037,0.48403605858897303,0,0,0
1.2466666666666668,0,0.08844028266560611,0.15313014178576123,0,0,0
