C,delta,k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,1.0499999999999998,0.,0.7334047864357933,0.9442533191558098,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8995226575027213,0.9970424680972523,0,0,0
0.75,0.2,1.0499999999999998,0.,0.7664481982925413,0.9159894483144055,1,0,1
0.75,0.2,1.0499999999999998,0.,0.1724279077442663,0.6985288457811734,2,0,2
0.75,0.2,1.0499999999999998,0.,0.9998648975467392,0.9135755441622817,1,0,1
0.75,0.2,1.0499999999999998,0.,0.43437112032195335,0.8086279341773845,1,0,1
0.75,0.2,1.0499999999999998,0.,0.332157778266267,0.6772801148839818,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3423432710168155,0.8222892279358867,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4230708416756619,0.7940481617314756,1,0,1
0.75,0.2,1.0499999999999998,0.,0.08340579756732613,0.5200964333895577,2,0,2
0.75,0.2,1.0499999999999998,0.,0.20758923076572433,0.5987742055483876,2,0,2
0.75,0.2,1.0499999999999998,0.,0.435917177660349,0.9683747380720362,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5941592823894941,0.9766669619377639,1,0,1
0.75,0.2,1.0499999999999998,0.,0.23507030909054105,0.8984568098870731,2,0,2
0.75,0.2,1.0499999999999998,0.,0.20152559240136103,0.7429518455393977,2,0,2
0.75,0.2,1.0499999999999998,0.,0.4122433339925413,0.7430005923265921,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6913667849942657,0.9137149007643024,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3604860645435626,0.7310568584757433,1,0,1
0.75,0.2,1.0499999999999998,0.,0.13237771261279208,0.8077328011106386,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2911005755620175,0.9857271778697239,2,0,2
0.75,0.2,1.0499999999999998,0.,0.4858568928388578,0.9972056279536481,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4257359519185471,0.9601447511943346,1,0,1
0.75,0.2,1.0499999999999998,0.,0.42781753874451245,0.9072354275546806,1,0,1
0.75,0.2,1.0499999999999998,0.,0.20669922369936766,0.6595920840821745,2,0,2
0.75,0.2,1.0499999999999998,0.,0.21992319706437047,0.7240940900735398,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7302367622683499,0.9201774836522854,1,0,1
0.75,0.2,1.0499999999999998,0.,0.9034459826104084,0.8954257252851459,1,0,1
0.75,0.2,1.0499999999999998,0.,0.17189660622031822,0.7598372375116247,2,0,2
0.75,0.2,1.0499999999999998,0.,0.8005925496605482,0.8737028742492852,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3447277016251473,0.8433999904122782,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18892017592796817,0.7145164444667262,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6767111669222696,0.9786251504507821,1,0,1
