C,delta,k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
0.25,0.8,0.606,0.,0.9670112145547949,0.6877812904749858,1,0,1
0.25,0.8,0.606,0.,0.4841789872037283,0.9919017675088935,0,0,0
0.25,0.8,0.606,0.,0.9476613251547639,0.6740957891641937,1,0,1
0.25,0.8,0.606,0.,0.4521597823947292,0.9133349485719668,0,0,0
0.25,0.8,0.606,0.,0.5191004588912029,0.8578033080691962,0,0,0
0.25,0.8,0.606,0.,0.5820202616895114,0.5820182805175249,0,0,0
0.25,0.8,0.606,0.,0.902432803688328,0.5627404505941198,1,0,1
0.25,0.8,0.606,0.,0.5711928316143631,0.6016508841435277,0,0,0
0.25,0.8,0.606,0.,0.4903292222732545,0.8774005482988698,0,0,0
0.25,0.8,0.606,0.,0.7243744582029052,0.9952695730829737,0,0,0
0.25,0.8,0.606,0.,0.4664900427979328,0.368453637496412,0,0,0
0.25,0.8,0.606,0.,0.8982237807819358,0.6822451608186979,1,0,1
0.25,0.8,0.606,0.,0.5432670673082021,0.5591460777015864,0,0,0
0.25,0.8,0.606,0.,0.52467874149318,0.7584612063209268,0,0,0
0.25,0.8,0.606,0.,0.6381732219462268,0.9769645987019202,0,0,0
0.25,0.8,0.606,0.,0.3808634373787807,0.5586845443354995,0,0,0
0.25,0.8,0.606,0.,0.6648783710886079,0.4415209096655961,1,0,1
0.25,0.8,0.606,0.,0.7467284681569495,0.648833458194715,0,0,0
0.25,0.8,0.606,0.,0.5059296135270552,0.6829165266378239,0,0,0
0.25,0.8,0.606,0.,0.4486749367520302,0.6275621462691656,0,0,0
0.25,0.8,0.606,0.,0.883168103324101,0.9286699954002369,0,0,0
0.25,0.8,0.606,0.,0.5772644186769911,0.9674143899225869,0,0,0
0.25,0.8,0.606,0.,0.5570370733456815,0.9409436742111503,0,0,0
0.25,0.8,0.606,0.,0.818993630811164,0.9322684251451914,0,0,0
0.25,0.8,0.606,0.,0.5089130059117768,0.8457909247945503,0,0,0
0.25,0.8,0.606,0.,0.532164970410677,0.7623093533573713,0,0,0
0.25,0.8,0.606,0.,0.2841093741138818,0.32367032656479733,0,0,0
0.25,0.8,0.606,0.,0.47536258201540105,0.5650378029364811,0,0,0
0.25,0.8,0.606,0.,0.676765853544633,0.5491373103853008,0,0,0
0.25,0.8,0.606,0.,0.3507013495009099,0.5595027617003587,0,0,0
0.25,0.8,0.606,0.,0.4231713256434295,0.3868087936984108,0,0,0
0.25,0.8,0.606,0.,0.6145858647369797,0.9409423638534411,0,0,0
0.25,0.8,0.606,0.,0.7629118567069819,0.47163532117713847,1,0,1
0.25,0.8,0.606,0.,0.25869235369236976,0.36324484351723973,0,0,0
0.25,0.8,0.606,0.,0.5808443808968542,0.7034508462291433,0,0,0
0.25,0.8,0.606,0.,0.4164516710359447,0.6556257479319985,0,0,0
0.25,0.8,0.606,0.,0.31400058442428835,0.2852858910899574,0,0,0
0.25,0.8,0.606,0.,0.8779968947981827,0.7717880542720392,1,0,1
0.25,0.8,0.606,0.,0.5742380878830329,0.5271047646614146,0,0,0
0.25,0.8,0.606,0.,0.15055835039279786,0.1978349217527442,0,0,0
0.25,0.8,0.606,0.,0.729723359476022,0.7739572340376202,0,0,0
0.25,0.8,0.606,0.,0.5475357634305709,0.6979716353884273,0,0,0
0.25,0.8,0.606,0.,0.9649313091896046,0.628131988053565,1,0,1
0.25,0.8,0.606,0.,0.8228791391161343,0.9763289786343798,0,0,0
0.25,0.8,0.606,0.,0.3574218187769529,0.5445120742453773,0,0,0
0.25,0.8,0.606,0.,0.4558642023330741,0.3475740690302809,0,0,0
0.25,0.8,0.606,0.,0.5696581728183874,0.806563142555434,0,0,0
0.25,0.8,0.606,0.,0.7759683181473107,0.9161519299977585,0,0,0
0.25,0.8,0.606,0.,0.4224939497582647,0.5547043688663853,0,0,0
0.25,0.8,0.606,0.,0.29884605368675365,0.3153282535062123,0,0,0
0.25,0.8,0.606,0.,0.8403968398968902,0.7005118607749747,1,0,1
0.25,0.8,0.606,0.,0.4365196517447145,0.4209177656327825,0,0,0
0.25,0.8,0.606,0.,0.8187540778232751,0.5798596169485652,1,0,1
0.25,0.8,0.606,0.,0.5279101397483152,0.845052969829942,0,0,0
0.25,0.8,0.606,0.,0.6259549123487453,0.5590609982025705,0,0,0
0.25,0.8,0.606,0.,0.3225622038669549,0.458857548108796,0,0,0
0.25,0.8,0.606,0.,0.6658183510387625,0.7712990321280624,0,0,0
0.25,0.8,0.606,0.,0.4171470782649709,0.7725867571621412,0,0,0
0.25,0.8,0.606,0.,0.59747316053654,0.5769544857588609,0,0,0
0.25,0.8,0.606,0.,0.42425002822641034,0.4694300366677058,0,0,0
0.25,0.8,0.606,0.,0.4094468494229053,0.47682062932088765,0,0,0
0.25,0.8,0.606,0.,0.9655463789967478,0.5647758538789189,1,0,1
0.25,0.8,0.606,0.,0.5906977973311527,0.7037410006255953,0,0,0
0.25,0.8,0.606,0.,0.4572398247614182,0.4739401358588107,0,0,0
0.25,0.8,0.606,0.,0.3621000798291689,0.6219607535374969,0,0,0
0.25,0.8,0.606,0.,0.45303619928345906,0.6606430749790231,0,0,0
0.25,0.8,0.606,0.,0.9746623355071216,0.6023523142979981,1,0,1
0.25,0.8,0.606,0.,0.5624224465405732,0.4485360115686132,0,0,0
0.25,0.8,0.606,0.,0.6310022746861395,0.8342246010863585,0,0,0
0.25,0.8,0.606,0.,0.4532213582213964,0.44894885156461983,0,0,0
0.25,0.8,0.606,0.,0.8800916878053227,0.5267569350816572,1,0,1
0.25,0.8,0.606,0.,0.40656691486689955,0.59195470236223,0,0,0
0.25,0.8,0.606,0.,0.5502933187916785,0.8730002935250345,0,0,0
0.25,0.8,0.606,0.,0.6549502769085207,0.7038972650649289,0,0,0
0.25,0.8,0.606,0.,0.5423603083288224,0.879585221945651,0,0,0
0.25,0.8,0.606,0.,0.5699678114369269,0.4302412747366082,0,0,0
0.25,0.8,0.606,0.,0.6497470305182891,0.9768478348235976,0,0,0
0.25,0.8,0.606,0.,0.8479617414376923,0.6329598972441062,1,0,1
0.25,0.8,0.606,0.,0.7449214733089176,0.5402100556707143,1,0,1
0.25,0.8,0.606,0.,0.7784069570835863,0.9250677713239344,0,0,0
0.25,0.8,0.606,0.,0.7421209411726979,0.6549379639193573,0,0,0
0.25,0.8,0.606,0.,0.5056922861119082,0.7865766141875297,0,0,0
0.25,0.8,0.606,0.,0.45559889446420243,0.6395003291159245,0,0,0
0.25,0.8,0.606,0.,0.36345953887748483,0.4673810584482949,0,0,0
0.25,0.8,0.606,0.,0.7236654131742193,0.782680784275052,0,0,0
0.25,0.8,0.606,0.,0.6439178149632341,0.9864257323741039,0,0,0
0.25,0.8,0.606,0.,0.44744476292305313,0.7148247318059116,0,0,0
0.25,0.8,0.606,0.,0.08609257622089928,0.08913039781091459,0,0,0
0.25,0.8,0.606,0.,0.416711768187648,0.6842822470311967,0,0,0
0.25,0.8,0.606,0.,0.7083517258318988,0.9359302632003079,0,0,0
0.25,0.8,0.606,0.,0.6228743735964699,0.7679187850536326,0,0,0
0.25,0.8,0.606,0.,0.4938058564591903,0.959732291666151,0,0,0
0.25,0.8,0.606,0.,0.911769981137504,0.6790687046959498,1,0,1
0.25,0.8,0.606,0.,0.5390588406831287,0.8150726874999681,0,0,0
0.25,0.8,0.606,0.,0.6570481507539319,0.5429163517174169,0,0,0
0.25,0.8,0.606,0.,0.978369474967657,0.9182323409565738,0,0,0
0.25,0.8,0.606,0.,0.4971943700664643,0.89222496728062,0,0,0
0.25,0.8,0.606,0.,0.6820807311349046,0.8648628249406123,0,0,0
0.25,0.8,0.606,0.,0.6111035557477764,0.6072830133716145,0,0,0
0.25,0.8,0.606,0.,0.2563198062694483,0.2616524453696849,0,0,0
0.25,0.8,0.606,0.,0.5140654901147916,0.8691782064997671,0,0,0
0.25,0.8,0.606,0.,0.5435184032679565,0.3886936116517954,0,0,0
0.25,0.8,0.606,0.,0.4663549032492542,0.6207331789781054,0,0,0
0.25,0.8,0.606,0.,0.5471940085362963,0.5163432676791719,0,0,0
0.25,0.8,0.606,0.,0.5521444970984584,0.880811770187343,0,0,0
0.25,0.8,0.606,0.,0.14429152928825495,0.19030154101493357,0,0,0
0.25,0.8,0.606,0.,0.8960826492758449,0.5129392135335378,1,0,1
0.25,0.8,0.606,0.,0.8984213357577226,0.8845469491489966,0,0,0
0.25,0.8,0.606,0.,0.9154511139550892,0.9277107253232255,0,0,0
0.25,0.8,0.606,0.,0.4827028793964383,0.8258083760227226,0,0,0
0.25,0.8,0.606,0.,0.5992571863824456,0.8104189403726736,0,0,0
0.25,0.8,0.606,0.,0.6682791096914265,0.6014257062423587,0,0,0
0.25,0.8,0.606,0.,0.2223760240458954,0.2935945425192612,0,0,0
0.25,0.8,0.606,0.,0.8986721140809724,0.7307964441041526,1,0,1
0.25,0.8,0.606,0.,0.3672608357001259,0.42843881906871406,0,0,0
0.25,0.8,0.606,0.,0.6609684818091737,0.8134617181573658,0,0,0
0.25,0.8,0.606,0.,0.7202507484062932,0.9288486945151848,0,0,0
0.25,0.8,0.606,0.,0.7332763531229232,0.9525409555283104,0,0,0
0.25,0.8,0.606,0.,0.8008666667143587,0.48510265894620774,1,0,1
0.25,0.8,0.606,0.,0.9686459163246124,0.9594663844836295,0,0,0
0.25,0.8,0.606,0.,0.4908602379595599,0.8808170091191527,0,0,0
0.25,0.8,0.606,0.,0.3940288769793989,0.633026667278523,0,0,0
0.25,0.8,0.606,0.,0.4738070664009979,0.961553446299745,0,0,0
0.25,0.8,0.606,0.,0.2905572988734839,0.24917693484398873,0,0,0
0.25,0.8,0.606,0.,0.7422321921411108,0.5828751856401864,1,0,1
0.25,0.8,0.606,0.,0.4029518565560697,0.6001853902838503,0,0,0
0.25,0.8,0.606,0.,0.5873138367630308,0.4375846437681319,0,0,0
0.25,0.8,0.606,0.,0.6440295650702641,0.8317416204837698,0,0,0
