C,delta,k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
0.25,0.2,0.9,0.,0.5053248192393118,0.8278973490377641,1,0,1
0.25,0.2,0.9,0.,0.4364123443660215,0.5307648783341945,1,0,1
0.25,0.2,0.9,0.,0.95723210832134,0.6978280245870447,1,0,1
0.25,0.2,0.9,0.,0.2319443223102915,0.295742991040997,1,0,1
0.25,0.2,0.9,0.,0.8474894348078927,0.6978917386243806,1,0,1
0.25,0.2,0.9,0.,0.32249889823241706,0.7014997274539849,1,0,1
0.25,0.2,0.9,0.,0.6545101414277885,0.7834471131567684,1,0,1
0.25,0.2,0.9,0.,0.15108693917020455,0.2420452542306204,1,0,1
0.25,0.2,0.9,0.,0.5680161418625411,0.7101084354724945,1,0,1
0.25,0.2,0.9,0.,0.6808653935368423,0.5423818727471259,1,0,1
0.25,0.2,0.9,0.,0.43377990397888255,0.46888031048816936,1,0,1
0.25,0.2,0.9,0.,0.6339855333482634,0.5482220088727074,1,0,1
0.25,0.2,0.9,0.,0.21686488558104622,0.344719031692881,1,0,1
0.25,0.2,0.9,0.,0.8282127316137031,0.8400009380441762,1,0,1
0.25,0.2,0.9,0.,0.7230310639234057,0.8241252272474446,1,0,1
0.25,0.2,0.9,0.,0.6784550877355038,0.8238256379048388,1,0,1
0.25,0.2,0.9,0.,0.6790109597273928,0.5463071917465097,1,0,1
0.25,0.2,0.9,0.,0.5761981069996898,0.6323721804724451,1,0,1
0.25,0.2,0.9,0.,0.19117627495887435,0.3293866720945009,1,0,1
0.25,0.2,0.9,0.,0.7209933745794392,0.9370805440679151,1,0,1
0.25,0.2,0.9,0.,0.348411900187505,0.7207463273285315,1,0,1
0.25,0.2,0.9,0.,0.505597164724183,0.5177327966231684,1,0,1
0.25,0.2,0.9,0.,0.5232304013842097,0.7051964647591091,1,0,1
0.25,0.2,0.9,0.,0.4709127762994436,0.7905404230770094,1,0,1
0.25,0.2,0.9,0.,0.507235769605284,0.8819006789985595,1,0,1
0.25,0.2,0.9,0.,0.6894290611892187,0.7417302436895381,1,0,1
0.25,0.2,0.9,0.,0.4109265253771588,0.8414063932775622,1,0,1
0.25,0.2,0.9,0.,0.377714172786082,0.43375084297174804,1,0,1
0.25,0.2,0.9,0.,0.47830369771939574,0.997157978587319,1,0,1
0.25,0.2,0.9,0.,0.5585111931576907,0.8840123929994943,1,0,1
0.25,0.2,0.9,0.,0.9556751876634626,0.8836826541657854,1,0,1
0.25,0.2,0.9,0.,0.6990896640163391,0.9977377412734263,1,0,1
0.25,0.2,0.9,0.,0.9413332017540623,0.679344529813849,1,0,1
0.25,0.2,0.9,0.,0.4913138404855151,0.49691647882791834,1,0,1
0.25,0.2,0.9,0.,0.39644807408440075,0.9680721171779461,1,0,1
0.25,0.2,0.9,0.,0.17688056533121221,0.30626028357152246,1,0,1
0.25,0.2,0.9,0.,0.7312950648060395,0.6518570056215076,1,0,1
0.25,0.2,0.9,0.,0.20866506052241962,0.2844402507459507,1,0,1
0.25,0.2,0.9,0.,0.6387085633319358,0.9042324381699034,1,0,1
0.25,0.2,0.9,0.,0.7404544779048507,0.8585993639634297,1,0,1
0.25,0.2,0.9,0.,0.9419864177842137,0.7664126112522123,1,0,1
0.25,0.2,0.9,0.,0.40344463716492984,0.9032200383014677,1,0,1
0.25,0.2,0.9,0.,0.6283126750567816,0.7410482796764566,1,0,1
0.25,0.2,0.9,0.,0.9629662958722018,0.6562039481200128,1,0,1
0.25,0.2,0.9,0.,0.6836247309399002,0.5497398065503849,1,0,1
0.25,0.2,0.9,0.,0.3739436975497037,0.801241432016653,1,0,1
0.25,0.2,0.9,0.,0.3348564001611827,0.5814303229229372,1,0,1
0.25,0.2,0.9,0.,0.5242376934898199,0.9317514229607042,1,0,1
0.25,0.2,0.9,0.,0.6782345438006918,0.5867638030437154,1,0,1
0.25,0.2,0.9,0.,0.9147958210616642,0.7315188626563185,1,0,1
0.25,0.2,0.9,0.,0.495631090572209,0.9640616180781358,1,0,1
0.25,0.2,0.9,0.,0.5965630585548818,0.9345942691425604,1,0,1
0.25,0.2,0.9,0.,0.2332473962008741,0.37965762636865197,1,0,1
0.25,0.2,0.9,0.,0.683614714733539,0.613511932298306,1,0,1
0.25,0.2,0.9,0.,0.32983826492520874,0.6011479425223265,1,0,1
0.25,0.2,0.9,0.,0.29194057884734526,0.39518971775603706,1,0,1
0.25,0.2,0.9,0.,0.2827313334462267,0.4372772808435066,1,0,1
0.25,0.2,0.9,0.,0.6162394834388636,0.7628946528448604,1,0,1
0.25,0.2,0.9,0.,0.5644584185719981,0.8427036625047954,1,0,1
0.25,0.2,0.9,0.,0.7083872919140075,0.8594057469485281,1,0,1
0.25,0.2,0.9,0.,0.9128958048516935,0.9585579807172544,1,0,1
0.25,0.2,0.9,0.,0.4662799714173047,0.7287880978864669,1,0,1
0.25,0.2,0.9,0.,0.6341117841616204,0.7554078340366885,1,0,1
0.25,0.2,0.9,0.,0.43425126177656637,0.7256525211960514,1,0,1
0.25,0.2,0.9,0.,0.4543389512365914,0.9202203450961886,1,0,1
0.25,0.2,0.9,0.,0.27120183742880677,0.4098092114055396,1,0,1
0.25,0.2,0.9,0.,0.3059736733758913,0.6613935297376856,1,0,1
0.25,0.2,0.9,0.,0.7334047864357933,0.9442533191558098,1,0,1
0.25,0.2,0.9,0.,0.8995226575027213,0.9970424680972523,1,0,1
0.25,0.2,0.9,0.,0.7664481982925413,0.9159894483144055,1,0,1
0.25,0.2,0.9,0.,0.5999138235675407,0.5939916998371491,1,0,1
0.25,0.2,0.9,0.,0.48558453779986754,0.5743904900457892,1,0,1
0.25,0.2,0.9,0.,0.9998648975467392,0.9135755441622817,1,0,1
0.25,0.2,0.9,0.,0.43437112032195335,0.8086279341773845,1,0,1
0.25,0.2,0.9,0.,0.332157778266267,0.6772801148839818,1,0,1
0.25,0.2,0.9,0.,0.4230708416756619,0.7940481617314756,1,0,1
0.25,0.2,0.9,0.,0.5286372529909278,0.5783568942592947,1,0,1
0.25,0.2,0.9,0.,0.25931489367455285,0.3204142783292474,1,0,1
0.25,0.2,0.9,0.,0.6934991916560291,0.6157774221115164,1,0,1
0.25,0.2,0.9,0.,0.7650310376783072,0.5737160822157494,1,0,1
0.25,0.2,0.9,0.,0.34823464220811173,0.5706399647719442,1,0,1
0.25,0.2,0.9,0.,0.4741806513921487,0.6038519677721819,1,0,1
0.25,0.2,0.9,0.,0.34007931948333936,0.48088908079082415,1,0,1
0.25,0.2,0.9,0.,0.2763799756664258,0.4477847449195749,1,0,1
0.25,0.2,0.9,0.,0.435917177660349,0.9683747380720362,1,0,1
0.25,0.2,0.9,0.,0.2180439986419438,0.3952323408860785,1,0,1
0.25,0.2,0.9,0.,0.5941592823894941,0.9766669619377639,1,0,1
0.25,0.2,0.9,0.,0.34557372838160094,0.5705440430613082,1,0,1
0.25,0.2,0.9,0.,0.5285874978658802,0.47634116554317507,1,0,1
0.25,0.2,0.9,0.,0.9058040815755344,0.8205007115875262,1,0,1
0.25,0.2,0.9,0.,0.9373700463163515,0.8018063948519276,1,0,1
0.25,0.2,0.9,0.,0.9812280419287456,0.7268763943608723,1,0,1
0.25,0.2,0.9,0.,0.41334305053342435,0.6360853671049949,1,0,1
0.25,0.2,0.9,0.,0.4122433339925413,0.7430005923265921,1,0,1
0.25,0.2,0.9,0.,0.7718846946831346,0.5430252698869464,1,0,1
0.25,0.2,0.9,0.,0.5300243948535557,0.5104238761746525,1,0,1
0.25,0.2,0.9,0.,0.5096337437527683,0.7038398125399286,1,0,1
0.25,0.2,0.9,0.,0.3307419594835659,0.40118813080007554,1,0,1
0.25,0.2,0.9,0.,0.6913667849942657,0.9137149007643024,1,0,1
0.25,0.2,0.9,0.,0.3604860645435626,0.7310568584757433,1,0,1
0.25,0.2,0.9,0.,0.7483785847223059,0.683458791723546,1,0,1
0.25,0.2,0.9,0.,0.5565620603807528,0.5741437209222873,1,0,1
0.25,0.2,0.9,0.,0.45563024973275645,0.4865885128398755,1,0,1
0.25,0.2,0.9,0.,0.4858568928388578,0.9972056279536481,1,0,1
0.25,0.2,0.9,0.,0.512788293759014,0.6079475408500843,1,0,1
0.25,0.2,0.9,0.,0.4257359519185471,0.9601447511943346,1,0,1
0.25,0.2,0.9,0.,0.42781753874451245,0.9072354275546806,1,0,1
0.25,0.2,0.9,0.,0.2752706864834229,0.38006675950793567,1,0,1
0.25,0.2,0.9,0.,0.42260891808367207,0.5054127367308034,1,0,1
0.25,0.2,0.9,0.,0.1337554615798271,0.22397590190612426,1,0,1
0.25,0.2,0.9,0.,0.5075686367376275,0.7331326922261439,1,0,1
0.25,0.2,0.9,0.,0.2542081874151503,0.5059710710324195,1,0,1
0.25,0.2,0.9,0.,0.988305182551183,0.638034507154789,1,0,1
0.25,0.2,0.9,0.,0.5489520440272562,0.7195029874749383,1,0,1
0.25,0.2,0.9,0.,0.7302367622683499,0.9201774836522854,1,0,1
0.25,0.2,0.9,0.,0.5287108857124065,0.5826133848639619,1,0,1
0.25,0.2,0.9,0.,0.9034459826104084,0.8954257252851459,1,0,1
0.25,0.2,0.9,0.,0.8005925496605482,0.8737028742492852,1,0,1
0.25,0.2,0.9,0.,0.5261052152550976,0.6592478536819963,1,0,1
0.25,0.2,0.9,0.,0.6767111669222696,0.9786251504507821,1,0,1
0.25,0.2,0.9,0.,0.7785515359133055,0.6200930578087887,1,0,1
0.25,0.2,0.9,0.,0.9832853875268401,0.9077409812135482,1,0,1
0.25,0.2,0.9,0.,0.5860736305631258,0.825779769048895,1,0,1
0.25,0.2,0.9,0.,0.8468955649446344,0.5886477109593371,1,0,1
0.25,0.2,0.9,0.,0.40244215823442775,0.993569674475647,1,0,1
0.25,0.2,0.9,0.,0.6641348076870308,0.9735236241681391,1,0,1
0.25,0.2,0.9,0.,0.745664437033148,0.9619352424838761,1,0,1
0.25,0.2,0.9,0.,0.7622681553925139,0.5433760911844878,1,0,1
0.25,0.2,0.9,0.,0.7136223252654603,0.8483097271406754,1,0,1
0.25,0.2,0.9,0.,0.4961721820215257,0.718590909969461,1,0,1
0.25,0.2,0.9,0.,0.9282261392119253,0.9073201735666072,1,0,1
0.25,0.2,0.9,0.,0.44259959649615976,0.7873834116375205,1,0,1
0.25,0.2,0.9,0.,0.5622955290231584,0.47059023828782864,1,0,1
0.25,0.2,0.9,0.,0.4649225757028532,0.7440732253896896,1,0,1
0.25,0.2,0.9,0.,0.27631407678079056,0.45631992334357663,1,0,1
0.25,0.2,0.9,0.,0.7529523363804087,0.9011897175846368,1,0,1
0.25,0.2,0.9,0.,0.969238071063687,0.8506031750889629,1,0,1
0.25,0.2,0.9,0.,0.7678119218249784,0.6180695740619353,1,0,1
0.25,0.2,0.9,0.,0.7116324710377995,0.7682660606416989,1,0,1
0.25,0.2,0.9,0.,0.2903809627563849,0.4699588317265402,1,0,1
0.25,0.2,0.9,0.,0.7245713446716875,0.6018192064517096,1,0,1
0.25,0.2,0.9,0.,0.7012841318762191,0.9563894357642104,1,0,1
0.25,0.2,0.9,0.,0.3883737475442146,0.8311033766401272,1,0,1
0.25,0.2,0.9,0.,0.37185497783031307,0.38223564658211706,1,0,1
0.25,0.2,0.9,0.,0.8187718276101101,0.6496804198773827,1,0,1
0.25,0.2,0.9,0.,0.920838184982478,0.8296632895529803,1,0,1
0.25,0.2,0.9,0.,0.7710152843995803,0.9471096271634727,1,0,1
0.25,0.2,0.9,0.,0.8160087136980347,0.7220701201714155,1,0,1
0.25,0.2,0.9,0.,0.28591685395392874,0.5304586875045865,1,0,1
