C,delta,k,r,sm,sf,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,5.22,0.05,0.06650308,0.424766913,1,0,1
0.75,0.2,5.22,0.05,0.01158641,0.04490499,1,1,0
0.75,0.2,5.22,0.05,0.034482525,0.253351319,1,0,1
0.75,0.2,5.22,0.05,0.063570426,0.355068821,1,0,1
0.75,0.2,5.22,0.05,0.088866576,0.348540898,1,1,0
0.75,0.2,5.22,0.05,0.050505159,0.448457753,2,1,1
0.75,0.2,5.22,0.05,0.076686015,0.33903245,1,1,0
0.75,0.2,5.22,0.05,0.011002979,0.040441305,1,1,0
0.75,0.2,5.22,0.05,0.043968482,0.238330712,0,0,0
0.75,0.2,5.22,0.05,0.093926524,0.399088963,1,1,0
0.75,0.2,5.22,0.05,0.058148748,0.28006688,0,0,0
0.75,0.2,5.22,0.05,0.114905571,0.451305781,1,1,0
0.75,0.2,5.22,0.05,0.129436739,0.475626243,1,1,0
0.75,0.2,5.22,0.05,0.050268536,0.276591757,0,0,0
0.75,0.2,5.22,0.05,0.055569333,0.395858343,1,0,1
0.75,0.2,5.22,0.05,0.043034361,0.201220593,0,0,0
0.75,0.2,5.22,0.05,0.049530124,0.203667823,1,1,0
0.75,0.2,5.22,0.05,0.073503578,0.278388525,1,1,0
0.75,0.2,5.22,0.05,0.073891814,0.454169953,1,0,1
0.75,0.2,5.22,0.05,0.056002488,0.47235054,2,1,1
0.75,0.2,5.22,0.05,0.066080916,0.267169247,1,1,0
0.75,0.2,5.22,0.05,0.071155888,0.35428926,0,0,0
0.75,0.2,5.22,0.05,0.055671071,0.489388654,2,1,1
0.75,0.2,5.22,0.05,0.051337528,0.454450444,2,1,1
0.75,0.2,5.22,0.05,0.059067527,0.239292396,1,1,0
0.75,0.2,5.22,0.05,0.042360919,0.310060325,1,0,1
0.75,0.2,5.22,0.05,0.052358387,0.219106671,1,1,0
0.75,0.2,5.22,0.05,0.104963972,0.488353575,0,0,0
0.75,0.2,5.22,0.05,0.040340958,0.354781419,2,1,1
0.75,0.2,5.22,0.05,0.057047403,0.331282212,1,0,1
0.75,0.2,5.22,0.05,0.11877694,0.451727421,1,1,0
0.75,0.2,5.22,0.05,0.081984098,0.403917709,0,0,0
0.75,0.2,5.22,0.05,0.019367101,0.186466799,2,1,1
0.75,0.2,5.22,0.05,0.057378012,0.347335902,1,0,1
0.75,0.2,5.22,0.05,0.063489639,0.477047701,2,1,1
0.75,0.2,5.22,0.05,0.111174979,0.463732731,1,1,0
0.75,0.2,5.22,0.05,0.105683427,0.428722299,1,1,0
0.75,0.2,5.22,0.05,0.064661711,0.385637832,1,0,1
0.75,0.2,5.22,0.05,0.114680451,0.479839448,1,1,0
0.75,0.2,5.22,0.05,0.090662102,0.383505581,1,1,0
0.75,0.2,5.22,0.05,0.12675556,0.486110611,1,1,0
0.75,0.2,5.22,0.05,0.098994615,0.439229729,1,1,0
0.75,0.2,5.22,0.05,0.063532066,0.270179552,1,1,0
0.75,0.2,5.22,0.05,0.088233106,0.483108253,1,0,1
0.75,0.2,5.22,0.05,0.02155091,0.111651022,0,0,0
0.75,0.2,5.22,0.05,0.070201163,0.283232499,1,1,0
0.75,0.2,5.22,0.05,0.091221822,0.39213622,1,1,0
0.75,0.2,5.22,0.05,0.038147309,0.24082137,1,0,1
0.75,0.2,5.22,0.05,0.010002608,0.071400111,0,0,0
0.75,0.2,5.22,0.05,0.037094045,0.339626504,2,1,1
0.75,0.2,5.22,0.05,0.119477376,0.479008409,1,1,0
0.75,0.2,5.22,0.05,0.084495071,0.351301481,1,1,0
0.75,0.2,5.22,0.05,0.104614156,0.40327513,1,1,0
0.75,0.2,5.22,0.05,0.054207715,0.224922245,1,1,0
0.75,0.2,5.22,0.05,0.119471963,0.461731738,1,1,0
0.75,0.2,5.22,0.05,0.051213524,0.404822915,2,1,1
0.75,0.2,5.22,0.05,0.074930565,0.382473649,1,0,1
0.75,0.2,5.22,0.05,0.053618712,0.396778566,1,0,1
0.75,0.2,5.22,0.05,0.009929122,0.091437693,1,1,0
0.75,0.2,5.22,0.05,0.090868183,0.386904282,1,1,0
0.75,0.2,5.22,0.05,0.08358858,0.419561061,1,0,1
0.75,0.2,5.22,0.05,0.039790481,0.284381587,1,0,1
0.75,0.2,5.22,0.05,0.051914876,0.459506625,2,1,1
0.75,0.2,5.22,0.05,0.049745767,0.338548801,1,0,1
0.75,0.2,5.22,0.05,0.047586141,0.343266738,1,0,1
0.75,0.2,5.22,0.05,0.080679055,0.387886762,0,0,0
0.75,0.2,5.22,0.05,0.008005111,0.076348183,1,1,0
0.75,0.2,5.22,0.05,0.087109372,0.370955881,1,1,0
0.75,0.2,5.22,0.05,0.038954964,0.364325954,2,1,1
0.75,0.2,5.22,0.05,0.125928093,0.491489821,1,1,0
0.75,0.2,5.22,0.05,0.053086715,0.484252887,2,1,1
0.75,0.2,5.22,0.05,0.112749084,0.394609525,1,1,0
0.75,0.2,5.22,0.05,0.066374153,0.498424515,1,0,1
0.75,0.2,5.22,0.05,0.051649043,0.297986274,1,0,1
0.75,0.2,5.22,0.05,0.044482297,0.359942251,2,1,1
0.75,0.2,5.22,0.05,0.050210353,0.441292204,2,1,1
0.75,0.2,5.22,0.05,0.049625642,0.412258524,2,1,1
0.75,0.2,5.22,0.05,0.081125105,0.473855003,1,0,1
0.75,0.2,5.22,0.05,0.043771304,0.402489925,2,1,1
0.75,0.2,5.22,0.05,0.085925266,0.381043295,1,1,0
0.75,0.2,5.22,0.05,0.116629183,0.425307856,1,1,0
0.75,0.2,5.22,0.05,0.056918136,0.328070924,1,0,1
0.75,0.2,5.22,0.05,0.038366248,0.361356566,2,1,1
0.75,0.2,5.22,0.05,0.105385651,0.490504985,0,0,0
0.75,0.2,5.22,0.05,0.100452161,0.367607537,1,1,0
0.75,0.2,5.22,0.05,0.109236213,0.438054869,1,1,0
0.75,0.2,5.22,0.05,0.030633772,0.250090274,2,1,1
0.75,0.2,5.22,0.05,0.049181156,0.2347378,0,0,0
0.75,0.2,5.22,0.05,0.103789705,0.490696327,1,0,1
0.75,0.2,5.22,0.05,0.117342275,0.440569146,1,1,0
0.75,0.2,5.22,0.05,0.075583872,0.427970014,1,0,1
0.75,0.2,5.22,0.05,0.033977423,0.1253744,1,1,0
0.75,0.2,5.22,0.05,0.052276632,0.270934016,0,0,0
0.75,0.2,5.22,0.05,0.091716234,0.445842453,1,0,1
0.75,0.2,5.22,0.05,0.017096846,0.098611203,0,0,0
0.75,0.2,5.22,0.05,0.114306479,0.412855998,1,1,0
0.75,0.2,5.22,0.05,0.127642719,0.451720208,1,1,0
0.75,0.2,5.22,0.05,0.103628452,0.398078433,1,1,0
0.75,0.2,5.22,0.05,0.120572373,0.470279012,1,1,0
0.75,0.2,5.22,0.05,0.02266315,0.081451732,1,1,0
0.75,0.2,5.22,0.05,0.024194038,0.232959665,2,1,1
0.75,0.2,5.22,0.05,0.118278254,0.411759868,1,1,0
0.75,0.2,5.22,0.05,0.11872783,0.449111326,1,1,0
0.75,0.2,5.22,0.05,0.079730897,0.373446839,0,0,0
0.75,0.2,5.22,0.05,0.052712482,0.302389392,1,0,1
0.75,0.2,5.22,0.05,0.086380801,0.361365645,1,1,0
0.75,0.2,5.22,0.05,0.052028763,0.408315367,2,1,1
0.75,0.2,5.22,0.05,0.052150672,0.307100871,1,0,1
0.75,0.2,5.22,0.05,0.035787129,0.191681474,0,0,0
0.75,0.2,5.22,0.05,0.030107606,0.206499049,1,0,1
0.75,0.2,5.22,0.05,0.032220323,0.284562969,2,1,1
0.75,0.2,5.22,0.05,0.043374557,0.341916843,2,1,1
0.75,0.2,5.22,0.05,0.128856028,0.485383615,1,1,0
0.75,0.2,5.22,0.05,0.091509616,0.42933668,0,0,0
0.75,0.2,5.22,0.05,0.036826008,0.252370192,1,0,1
0.75,0.2,5.22,0.05,0.059556019,0.300658098,0,0,0
0.75,0.2,5.22,0.05,0.088851387,0.49819605,1,0,1
0.75,0.2,5.22,0.05,0.038140306,0.156214612,1,1,0
0.75,0.2,5.22,0.05,0.013013365,0.108657408,1,1,0
0.75,0.2,5.22,0.05,0.032047593,0.180132609,0,0,0
0.75,0.2,5.22,0.05,0.072340322,0.46503605,1,0,1
0.75,0.2,5.22,0.05,0.024939517,0.153249561,0,0,0
0.75,0.2,5.22,0.05,0.074021631,0.409311442,1,0,1
0.75,0.2,5.22,0.05,0.031660224,0.293954663,2,1,1
0.75,0.2,5.22,0.05,0.096324291,0.449206885,0,0,0
0.75,0.2,5.22,0.05,0.062859597,0.270050813,1,1,0
0.75,0.2,5.22,0.05,0.0223259,0.110452315,0,0,0
0.75,0.2,5.22,0.05,0.040845109,0.381180036,2,1,1
0.75,0.2,5.22,0.05,0.072244698,0.358622234,0,0,0
0.75,0.2,5.22,0.05,0.129836421,0.495458275,1,1,0
0.75,0.2,5.22,0.05,0.090062162,0.315212589,1,1,0
0.75,0.2,5.22,0.05,0.091618894,0.495443596,1,0,1
0.75,0.2,5.22,0.05,0.023254415,0.138570176,0,0,0
0.75,0.2,5.22,0.05,0.042634193,0.410929448,2,1,1
0.75,0.2,5.22,0.05,0.090518007,0.366459276,1,1,0
0.75,0.2,5.22,0.05,0.111723863,0.418376082,1,1,0
0.75,0.2,5.22,0.05,0.068212569,0.243841931,1,1,0
0.75,0.2,5.22,0.05,0.007203619,0.049135646,0,0,0
0.75,0.2,5.22,0.05,0.06211441,0.369349349,1,0,1
0.75,0.2,5.22,0.05,0.119483785,0.457020524,1,1,0
0.75,0.2,5.22,0.05,0.041444165,0.234878985,0,0,0
0.75,0.2,5.22,0.05,0.048327118,0.206847534,1,1,0
0.75,0.2,5.22,0.05,0.055633359,0.298582846,0,0,0
0.75,0.2,5.22,0.05,0.090627157,0.352598894,1,1,0
0.75,0.2,5.22,0.05,0.019019034,0.072556989,1,1,0
0.75,0.2,5.22,0.05,0.084980342,0.338419868,1,1,0
0.75,0.2,5.22,0.05,0.027406748,0.240578624,2,1,1
0.75,0.2,5.22,0.05,0.044639744,0.368495974,2,1,1
0.75,0.2,5.22,0.05,0.060742643,0.495160178,2,1,1
0.75,0.2,5.22,0.05,0.057766197,0.490964723,2,1,1
0.75,0.2,5.22,0.05,0.046428446,0.313399899,1,0,1
0.75,0.2,5.22,0.05,0.036203862,0.271706186,2,1,1
0.75,0.2,5.22,0.05,0.101084071,0.423743317,1,1,0
0.75,0.2,5.22,0.05,0.125651014,0.463895844,1,1,0
0.75,0.2,5.22,0.05,0.091840784,0.44521239,1,0,1
0.75,0.2,5.22,0.05,0.080658267,0.440322916,1,0,1
0.75,0.2,5.22,0.05,0.005926396,0.056916203,1,1,0
0.75,0.2,5.22,0.05,0.013233472,0.112605706,1,1,0
0.75,0.2,5.22,0.05,0.064848033,0.315334224,0,0,0
0.75,0.2,5.22,0.05,0.053493584,0.494482512,2,1,1
0.75,0.2,5.22,0.05,0.130646993,0.488168594,1,1,0
0.75,0.2,5.22,0.05,0.105759594,0.450075574,1,1,0
0.75,0.2,5.22,0.05,0.044121686,0.42461833,2,1,1
0.75,0.2,5.22,0.05,0.082409875,0.395158702,0,0,0
0.75,0.2,5.22,0.05,0.038748619,0.27026124,1,0,1
0.75,0.2,5.22,0.05,0.064955823,0.36998025,1,0,1
0.75,0.2,5.22,0.05,0.019799744,0.181632818,2,1,1
0.75,0.2,5.22,0.05,0.118879045,0.42207382,1,1,0
0.75,0.2,5.22,0.05,0.051630757,0.257000264,0,0,0
0.75,0.2,5.22,0.05,0.055708088,0.302514158,0,0,0
0.75,0.2,5.22,0.05,0.033417025,0.157550188,0,0,0
0.75,0.2,5.22,0.05,0.035290314,0.177051674,0,0,0
0.75,0.2,5.22,0.05,0.068360106,0.416979362,1,0,1
0.75,0.2,5.22,0.05,0.063704081,0.269674237,1,1,0
0.75,0.2,5.22,0.05,0.071943328,0.35605113,0,0,0
0.75,0.2,5.22,0.05,0.030985622,0.163359924,0,0,0
0.75,0.2,5.22,0.05,0.127021177,0.494105521,1,1,0
0.75,0.2,5.22,0.05,0.077332277,0.464417287,1,0,1
0.75,0.2,5.22,0.05,0.02401741,0.204686084,2,1,1
0.75,0.2,5.22,0.05,0.046988789,0.428686496,2,1,1
0.75,0.2,5.22,0.05,0.05577184,0.350694225,1,0,1
0.75,0.2,5.22,0.05,0.03176327,0.261634651,2,1,1
0.75,0.2,5.22,0.05,0.080142957,0.486446351,1,0,1
0.75,0.2,5.22,0.05,0.126358154,0.447253064,1,1,0
0.75,0.2,5.22,0.05,0.02533423,0.155774089,0,0,0
0.75,0.2,5.22,0.05,0.066354431,0.406543937,1,0,1
0.75,0.2,5.22,0.05,0.082689432,0.439355571,1,0,1
0.75,0.2,5.22,0.05,0.073332851,0.48228334,1,0,1
0.75,0.2,5.22,0.05,0.041073269,0.345554501,2,1,1
0.75,0.2,5.22,0.05,0.043178628,0.276623242,1,0,1
0.75,0.2,5.22,0.05,0.031985586,0.181526013,0,0,0
0.75,0.2,5.22,0.05,0.040235584,0.223878337,0,0,0
0.75,0.2,5.22,0.05,0.015086025,0.125921837,1,1,0
0.75,0.2,5.22,0.05,0.04683339,0.205366865,1,1,0
0.75,0.2,5.22,0.05,0.127484498,0.480266317,1,1,0
0.75,0.2,5.22,0.05,0.106987588,0.463133595,1,1,0
0.75,0.2,5.22,0.05,0.042220526,0.370281678,2,1,1
0.75,0.2,5.22,0.05,0.005640452,0.04889055,1,1,0
0.75,0.2,5.22,0.05,0.063109661,0.357660164,1,0,1
0.75,0.2,5.22,0.05,0.054078417,0.226220632,1,1,0
0.75,0.2,5.22,0.05,0.079761265,0.3583622,0,0,0
0.75,0.2,5.22,0.05,0.058845125,0.423319283,1,0,1
0.75,0.2,5.22,0.05,0.109260302,0.413815866,1,1,0
0.75,0.2,5.22,0.05,0.046958241,0.448765661,2,1,1
0.75,0.2,5.22,0.05,0.083452631,0.422580614,1,0,1
0.75,0.2,5.22,0.05,0.036311442,0.183737795,0,0,0
0.75,0.2,5.22,0.05,0.047037166,0.247247787,0,0,0
0.75,0.2,5.22,0.05,0.058423933,0.331924168,1,0,1
0.75,0.2,5.22,0.05,0.08088848,0.370603884,0,0,0
0.75,0.2,5.22,0.05,0.082294549,0.300168865,1,1,0
0.75,0.2,5.22,0.05,0.061165001,0.397337421,1,0,1
0.75,0.2,5.22,0.05,0.04990139,0.402994357,2,1,1
0.75,0.2,5.22,0.05,0.096033839,0.408051871,1,1,0
0.75,0.2,5.22,0.05,0.104603413,0.393545482,1,1,0
0.75,0.2,5.22,0.05,0.067886472,0.451468687,1,0,1
0.75,0.2,5.22,0.05,0.02420028,0.16242153,0,0,0
0.75,0.2,5.22,0.05,0.105250367,0.435147967,1,1,0
0.75,0.2,5.22,0.05,0.012576697,0.116725186,1,1,0
0.75,0.2,5.22,0.05,0.045259585,0.313495064,1,0,1
0.75,0.2,5.22,0.05,0.043303765,0.189542413,1,1,0
0.75,0.2,5.22,0.05,0.076729119,0.449405783,1,0,1
0.75,0.2,5.22,0.05,0.080272298,0.29894497,1,1,0
0.75,0.2,5.22,0.05,0.048380531,0.384339252,2,1,1
0.75,0.2,5.22,0.05,0.031299028,0.269944789,2,1,1
0.75,0.2,5.22,0.05,0.066525441,0.498820684,1,0,1
0.75,0.2,5.22,0.05,0.080321643,0.459645045,1,0,1
0.75,0.2,5.22,0.05,0.037531667,0.186768578,0,0,0
0.75,0.2,5.22,0.05,0.088280101,0.383249358,1,1,0
0.75,0.2,5.22,0.05,0.084512699,0.3480455,1,1,0
0.75,0.2,5.22,0.05,0.069468637,0.309513712,1,1,0
0.75,0.2,5.22,0.05,0.038343835,0.258429628,1,0,1
0.75,0.2,5.22,0.05,0.077693825,0.276465532,1,1,0
0.75,0.2,5.22,0.05,0.095150022,0.364369578,1,1,0
0.75,0.2,5.22,0.05,0.039276268,0.21159701,0,0,0
0.75,0.2,5.22,0.05,0.132869014,0.484447777,1,1,0
0.75,0.2,5.22,0.05,0.092461159,0.38376859,1,1,0
0.75,0.2,5.22,0.05,0.034933907,0.281926987,2,1,1
0.75,0.2,5.22,0.05,0.033655424,0.323925673,2,1,1
0.75,0.2,5.22,0.05,0.083450086,0.335877243,1,1,0
0.75,0.2,5.22,0.05,0.070557415,0.488310913,1,0,1
0.75,0.2,5.22,0.05,0.095191939,0.468895614,1,0,1
0.75,0.2,5.22,0.05,0.107406919,0.454825997,1,1,0
0.75,0.2,5.22,0.05,0.117711252,0.433433633,1,1,0
0.75,0.2,5.22,0.05,0.077397741,0.384450446,0,0,0
0.75,0.2,5.22,0.05,0.082199358,0.446739163,1,0,1
0.75,0.2,5.22,0.05,0.072992048,0.321972981,1,1,0
0.75,0.2,5.22,0.05,0.073777709,0.272544822,1,1,0
0.75,0.2,5.22,0.05,0.068955315,0.248471132,1,1,0
0.75,0.2,5.22,0.05,0.101087729,0.374850883,1,1,0
0.75,0.2,5.22,0.05,0.080069498,0.31252175,1,1,0
0.75,0.2,5.22,0.05,0.03955496,0.243490203,1,0,1
0.75,0.2,5.22,0.05,0.072360213,0.334980103,0,0,0
0.75,0.2,5.22,0.05,0.072367648,0.369513948,0,0,0
0.75,0.2,5.22,0.05,0.07547427,0.462606126,1,0,1
0.75,0.2,5.22,0.05,0.058562602,0.476927056,2,1,1
0.75,0.2,5.22,0.05,0.129977992,0.476406478,1,1,0
0.75,0.2,5.22,0.05,0.073283101,0.323054552,1,1,0
0.75,0.2,5.22,0.05,0.056789228,0.361607893,1,0,1
0.75,0.2,5.22,0.05,0.074959467,0.328125644,1,1,0
0.75,0.2,5.22,0.05,0.030469216,0.132075946,1,1,0
0.75,0.2,5.22,0.05,0.103174244,0.383170659,1,1,0
0.75,0.2,5.22,0.05,0.021725885,0.16206756,1,1,0
0.75,0.2,5.22,0.05,0.089298772,0.345729491,1,1,0
0.75,0.2,5.22,0.05,0.035670815,0.13482307,1,1,0
0.75,0.2,5.22,0.05,0.057328256,0.263005654,0,0,0
0.75,0.2,5.22,0.05,0.113618759,0.413209704,1,1,0
0.75,0.2,5.22,0.05,0.072262664,0.405643941,1,0,1
0.75,0.2,5.22,0.05,0.027554627,0.125617321,0,0,0
0.75,0.2,5.22,0.05,0.065274328,0.369709558,1,0,1
0.75,0.2,5.22,0.05,0.048488616,0.289201255,1,0,1
0.75,0.2,5.22,0.05,0.101982255,0.423995221,1,1,0
0.75,0.2,5.22,0.05,0.119899219,0.445351452,1,1,0
0.75,0.2,5.22,0.05,0.097658997,0.454087483,0,0,0
0.75,0.2,5.22,0.05,0.046096881,0.398237195,2,1,1
0.75,0.2,5.22,0.05,0.12022993,0.468035949,1,1,0
0.75,0.2,5.22,0.05,0.061829787,0.292615143,0,0,0
0.75,0.2,5.22,0.05,0.010734936,0.067173424,0,0,0
0.75,0.2,5.22,0.05,0.087363017,0.498131603,1,0,1
0.75,0.2,5.22,0.05,0.032524808,0.294511074,2,1,1
0.75,0.2,5.22,0.05,0.079549329,0.377595366,0,0,0
0.75,0.2,5.22,0.05,0.072349351,0.335259573,0,0,0
0.75,0.2,5.22,0.05,0.045405591,0.190393893,1,1,0
0.75,0.2,5.22,0.05,0.044996232,0.39307519,2,1,1
0.75,0.2,5.22,0.05,0.05781874,0.25397775,1,1,0
0.75,0.2,5.22,0.05,0.05013605,0.350593924,1,0,1
0.75,0.2,5.22,0.05,0.035301252,0.259974079,1,0,1
0.75,0.2,5.22,0.05,0.086510297,0.451674929,1,0,1
0.75,0.2,5.22,0.05,0.068602378,0.352524513,0,0,0
0.75,0.2,5.22,0.05,0.038487873,0.313783829,2,1,1
0.75,0.2,5.22,0.05,0.050604235,0.310234561,1,0,1
0.75,0.2,5.22,0.05,0.106940094,0.428014963,1,1,0
0.75,0.2,5.22,0.05,0.05753719,0.278909532,0,0,0
0.75,0.2,5.22,0.05,0.065652507,0.249975175,1,1,0
0.75,0.2,5.22,0.05,0.022481334,0.131438196,0,0,0
0.75,0.2,5.22,0.05,0.057954337,0.240102766,1,1,0
0.75,0.2,5.22,0.05,0.015408652,0.098897954,0,0,0
0.75,0.2,5.22,0.05,0.054693876,0.363667995,1,0,1
0.75,0.2,5.22,0.05,0.090160079,0.356724391,1,1,0
0.75,0.2,5.22,0.05,0.039645245,0.223939765,0,0,0
0.75,0.2,5.22,0.05,0.078437244,0.321841641,1,1,0
0.75,0.2,5.22,0.05,0.105504286,0.470067272,1,1,0
0.75,0.2,5.22,0.05,0.059782052,0.390545705,1,0,1
0.75,0.2,5.22,0.05,0.035171369,0.328554905,2,1,1
0.75,0.2,5.22,0.05,0.125649803,0.481235774,1,1,0
0.75,0.2,5.22,0.05,0.081626249,0.385200818,0,0,0
0.75,0.2,5.22,0.05,0.082241667,0.318289108,1,1,0
0.75,0.2,5.22,0.05,0.042264275,0.288175623,1,0,1
0.75,0.2,5.22,0.05,0.046090322,0.233107585,0,0,0
0.75,0.2,5.22,0.05,0.119392695,0.444116155,1,1,0
0.75,0.2,5.22,0.05,0.020866182,0.17211615,2,1,1
0.75,0.2,5.22,0.05,0.06643715,0.297080742,1,1,0
0.75,0.2,5.22,0.05,0.025892246,0.24753189,2,1,1
0.75,0.2,5.22,0.05,0.066272579,0.261573857,1,1,0
0.75,0.2,5.22,0.05,0.02434676,0.084977779,1,1,0
0.75,0.2,5.22,0.05,0.031727306,0.185284839,0,0,0
0.75,0.2,5.22,0.05,0.057536493,0.393766332,1,0,1
0.75,0.2,5.22,0.05,0.021240472,0.103181935,0,0,0
0.75,0.2,5.22,0.05,0.056077849,0.283573785,0,0,0
0.75,0.2,5.22,0.05,0.076283935,0.496321429,1,0,1
0.75,0.2,5.22,0.05,0.045623618,0.264167174,0,0,0
0.75,0.2,5.22,0.05,0.028866771,0.168088765,0,0,0
0.75,0.2,5.22,0.05,0.052839196,0.373661715,1,0,1
0.75,0.2,5.22,0.05,0.095282031,0.483490886,1,0,1
0.75,0.2,5.22,0.05,0.041051978,0.308785315,2,1,1
0.75,0.2,5.22,0.05,0.073684991,0.498699357,1,0,1
0.75,0.2,5.22,0.05,0.122353483,0.492942103,1,1,0
0.75,0.2,5.22,0.05,0.069500353,0.406003844,1,0,1
0.75,0.2,5.22,0.05,0.08343059,0.307684402,1,1,0
0.75,0.2,5.22,0.05,0.067253991,0.354119011,1,0,1
0.75,0.2,5.22,0.05,0.062265686,0.34933748,1,0,1
0.75,0.2,5.22,0.05,0.075417464,0.283570079,1,1,0
0.75,0.2,5.22,0.05,0.085961544,0.379310743,1,1,0
0.75,0.2,5.22,0.05,0.049683794,0.40485389,2,1,1
0.75,0.2,5.22,0.05,0.046992119,0.365853664,2,1,1
0.75,0.2,5.22,0.05,0.035818723,0.341538477,2,1,1
0.75,0.2,5.22,0.05,0.101849273,0.363881736,1,1,0
0.75,0.2,5.22,0.05,0.030034983,0.264237776,2,1,1
0.75,0.2,5.22,0.05,0.00802093,0.055647335,0,0,0
0.75,0.2,5.22,0.05,0.051003419,0.229049957,1,1,0
0.75,0.2,5.22,0.05,0.019859796,0.080900059,1,1,0
0.75,0.2,5.22,0.05,0.068062184,0.425564582,1,0,1
0.75,0.2,5.22,0.05,0.075470353,0.277771881,1,1,0
0.75,0.2,5.22,0.05,0.077445723,0.359887479,0,0,0
0.75,0.2,5.22,0.05,0.038966735,0.309886422,2,1,1
0.75,0.2,5.22,0.05,0.035898533,0.18829606,0,0,0
0.75,0.2,5.22,0.05,0.026799002,0.214471116,2,1,1
0.75,0.2,5.22,0.05,0.08109042,0.437960152,1,0,1
0.75,0.2,5.22,0.05,0.105187877,0.431556487,1,1,0
0.75,0.2,5.22,0.05,0.024619047,0.185171866,2,1,1
0.75,0.2,5.22,0.05,0.055395364,0.334243258,1,0,1
0.75,0.2,5.22,0.05,0.032087634,0.18894532,0,0,0
0.75,0.2,5.22,0.05,0.028860461,0.277440154,2,1,1
0.75,0.2,5.22,0.05,0.06913925,0.300647114,1,1,0
0.75,0.2,5.22,0.05,0.094567503,0.473956139,1,0,1
0.75,0.2,5.22,0.05,0.030647764,0.223562252,1,0,1
0.75,0.2,5.22,0.05,0.061542032,0.233144511,1,1,0
0.75,0.2,5.22,0.05,0.086121545,0.316561495,1,1,0
0.75,0.2,5.22,0.05,0.011376996,0.049597833,1,1,0
0.75,0.2,5.22,0.05,0.027022397,0.152102068,0,0,0
0.75,0.2,5.22,0.05,0.045218577,0.18147267,1,1,0
0.75,0.2,5.22,0.05,0.084581598,0.411924133,0,0,0
0.75,0.2,5.22,0.05,0.059437648,0.289913444,0,0,0
0.75,0.2,5.22,0.05,0.0245096,0.153869151,0,0,0
0.75,0.2,5.22,0.05,0.060486197,0.433480228,1,0,1
0.75,0.2,5.22,0.05,0.016590807,0.107529965,0,0,0
0.75,0.2,5.22,0.05,0.105604616,0.37284091,1,1,0
0.75,0.2,5.22,0.05,0.025826241,0.186759859,1,0,1
0.75,0.2,5.22,0.05,0.046924656,0.372132392,2,1,1
0.75,0.2,5.22,0.05,0.066312523,0.436636639,1,0,1
0.75,0.2,5.22,0.05,0.018577647,0.173555159,2,1,1
0.75,0.2,5.22,0.05,0.11449771,0.418160153,1,1,0
0.75,0.2,5.22,0.05,0.036622531,0.174911409,0,0,0
0.75,0.2,5.22,0.05,0.097248184,0.399801432,1,1,0
0.75,0.2,5.22,0.05,0.068927368,0.248270784,1,1,0
0.75,0.2,5.22,0.05,0.065063951,0.350012928,1,0,1
0.75,0.2,5.22,0.05,0.013328135,0.104728346,1,1,0
0.75,0.2,5.22,0.05,0.13536121,0.477026009,1,1,0
0.75,0.2,5.22,0.05,0.072170821,0.325911561,0,0,0
0.75,0.2,5.22,0.05,0.051798661,0.454261233,2,1,1
0.75,0.2,5.22,0.05,0.063646602,0.345578268,1,0,1
0.75,0.2,5.22,0.05,0.078748344,0.441837485,1,0,1
0.75,0.2,5.22,0.05,0.101703025,0.489008556,1,0,1
0.75,0.2,5.22,0.05,0.082372108,0.491596526,1,0,1
0.75,0.2,5.22,0.05,0.024126791,0.219054593,2,1,1
0.75,0.2,5.22,0.05,0.034011956,0.137108986,1,1,0
0.75,0.2,5.22,0.05,0.041707861,0.365900368,2,1,1
0.75,0.2,5.22,0.05,0.046180315,0.289956266,1,0,1
0.75,0.2,5.22,0.05,0.056787997,0.396702918,1,0,1
0.75,0.2,5.22,0.05,0.064648847,0.454453113,1,0,1
0.75,0.2,5.22,0.05,0.108916638,0.45405621,1,1,0
0.75,0.2,5.22,0.05,0.058768374,0.399900563,1,0,1
0.75,0.2,5.22,0.05,0.03629641,0.341670065,2,1,1
0.75,0.2,5.22,0.05,0.075060249,0.343671643,0,0,0
0.75,0.2,5.22,0.05,0.100617289,0.479455092,1,0,1
0.75,0.2,5.22,0.05,0.069840938,0.42154808,1,0,1
0.75,0.2,5.22,0.05,0.051189234,0.413667695,2,1,1
0.75,0.2,5.22,0.05,0.048667174,0.360247687,1,0,1
0.75,0.2,5.22,0.05,0.058484797,0.284327413,0,0,0
0.75,0.2,5.22,0.05,0.041719143,0.16233265,1,1,0
0.75,0.2,5.22,0.05,0.081709738,0.493023144,1,0,1
0.75,0.2,5.22,0.05,0.042108699,0.363521516,2,1,1
0.75,0.2,5.22,0.05,0.042613199,0.383109878,2,1,1
0.75,0.2,5.22,0.05,0.052474046,0.248621475,0,0,0
0.75,0.2,5.22,0.05,0.116576216,0.458154393,1,1,0
0.75,0.2,5.22,0.05,0.038558884,0.265695257,1,0,1
0.75,0.2,5.22,0.05,0.081827667,0.410070311,1,0,1
0.75,0.2,5.22,0.05,0.00946971,0.085807191,1,1,0
0.75,0.2,5.22,0.05,0.030983492,0.164153499,0,0,0
0.75,0.2,5.22,0.05,0.105929786,0.454778225,1,1,0
0.75,0.2,5.22,0.05,0.008333704,0.054869974,0,0,0
