C,delta,k,r,sm,sf,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,6.38,0.5,0.046988789,0.428686496,2,1,1
0.75,0.2,6.38,0.5,0.05577184,0.350694225,1,0,1
0.75,0.2,6.38,0.5,0.03176327,0.261634651,2,1,1
0.75,0.2,6.38,0.5,0.080142957,0.486446351,1,0,1
0.75,0.2,6.38,0.5,0.126358154,0.447253064,2,1,1
0.75,0.2,6.38,0.5,0.02533423,0.155774089,1,0,1
0.75,0.2,6.38,0.5,0.066354431,0.406543937,1,0,1
0.75,0.2,6.38,0.5,0.082689432,0.439355571,1,0,1
0.75,0.2,6.38,0.5,0.073332851,0.48228334,1,0,1
0.75,0.2,6.38,0.5,0.041073269,0.345554501,2,1,1
0.75,0.2,6.38,0.5,0.043178628,0.276623242,1,0,1
0.75,0.2,6.38,0.5,0.031985586,0.181526013,1,0,1
0.75,0.2,6.38,0.5,0.040235584,0.223878337,1,0,1
0.75,0.2,6.38,0.5,0.015086025,0.125921837,2,1,1
0.75,0.2,6.38,0.5,0.04683339,0.205366865,2,1,1
0.75,0.2,6.38,0.5,0.127484498,0.480266317,2,1,1
0.75,0.2,6.38,0.5,0.106987588,0.463133595,2,1,1
0.75,0.2,6.38,0.5,0.042220526,0.370281678,2,1,1
0.75,0.2,6.38,0.5,0.005640452,0.04889055,2,1,1
0.75,0.2,6.38,0.5,0.063109661,0.357660164,1,0,1
0.75,0.2,6.38,0.5,0.054078417,0.226220632,2,1,1
0.75,0.2,6.38,0.5,0.079761265,0.3583622,1,0,1
0.75,0.2,6.38,0.5,0.058845125,0.423319283,1,0,1
0.75,0.2,6.38,0.5,0.109260302,0.413815866,2,1,1
0.75,0.2,6.38,0.5,0.046958241,0.448765661,2,1,1
0.75,0.2,6.38,0.5,0.083452631,0.422580614,1,0,1
0.75,0.2,6.38,0.5,0.036311442,0.183737795,1,0,1
0.75,0.2,6.38,0.5,0.047037166,0.247247787,1,0,1
0.75,0.2,6.38,0.5,0.058423933,0.331924168,1,0,1
0.75,0.2,6.38,0.5,0.08088848,0.370603884,1,0,1
0.75,0.2,6.38,0.5,0.082294549,0.300168865,2,1,1
0.75,0.2,6.38,0.5,0.061165001,0.397337421,1,0,1
0.75,0.2,6.38,0.5,0.04990139,0.402994357,2,1,1
0.75,0.2,6.38,0.5,0.096033839,0.408051871,2,1,1
0.75,0.2,6.38,0.5,0.104603413,0.393545482,2,1,1
0.75,0.2,6.38,0.5,0.067886472,0.451468687,1,0,1
0.75,0.2,6.38,0.5,0.02420028,0.16242153,1,0,1
0.75,0.2,6.38,0.5,0.105250367,0.435147967,2,1,1
0.75,0.2,6.38,0.5,0.012576697,0.116725186,2,1,1
0.75,0.2,6.38,0.5,0.045259585,0.313495064,1,0,1
0.75,0.2,6.38,0.5,0.043303765,0.189542413,2,1,1
0.75,0.2,6.38,0.5,0.076729119,0.449405783,1,0,1
0.75,0.2,6.38,0.5,0.080272298,0.29894497,2,1,1
0.75,0.2,6.38,0.5,0.048380531,0.384339252,2,1,1
0.75,0.2,6.38,0.5,0.031299028,0.269944789,2,1,1
0.75,0.2,6.38,0.5,0.066525441,0.498820684,1,0,1
0.75,0.2,6.38,0.5,0.080321643,0.459645045,1,0,1
0.75,0.2,6.38,0.5,0.037531667,0.186768578,1,0,1
0.75,0.2,6.38,0.5,0.088280101,0.383249358,2,1,1
0.75,0.2,6.38,0.5,0.084512699,0.3480455,2,1,1
0.75,0.2,6.38,0.5,0.069468637,0.309513712,2,1,1
0.75,0.2,6.38,0.5,0.038343835,0.258429628,1,0,1
0.75,0.2,6.38,0.5,0.077693825,0.276465532,2,1,1
0.75,0.2,6.38,0.5,0.095150022,0.364369578,2,1,1
0.75,0.2,6.38,0.5,0.039276268,0.21159701,1,0,1
0.75,0.2,6.38,0.5,0.132869014,0.484447777,2,1,1
0.75,0.2,6.38,0.5,0.092461159,0.38376859,2,1,1
0.75,0.2,6.38,0.5,0.034933907,0.281926987,2,1,1
0.75,0.2,6.38,0.5,0.033655424,0.323925673,2,1,1
0.75,0.2,6.38,0.5,0.083450086,0.335877243,2,1,1
0.75,0.2,6.38,0.5,0.070557415,0.488310913,1,0,1
0.75,0.2,6.38,0.5,0.095191939,0.468895614,1,0,1
0.75,0.2,6.38,0.5,0.107406919,0.454825997,2,1,1
0.75,0.2,6.38,0.5,0.117711252,0.433433633,2,1,1
0.75,0.2,6.38,0.5,0.077397741,0.384450446,1,0,1
0.75,0.2,6.38,0.5,0.082199358,0.446739163,1,0,1
0.75,0.2,6.38,0.5,0.072992048,0.321972981,2,1,1
0.75,0.2,6.38,0.5,0.073777709,0.272544822,2,1,1
0.75,0.2,6.38,0.5,0.068955315,0.248471132,2,1,1
0.75,0.2,6.38,0.5,0.101087729,0.374850883,2,1,1
0.75,0.2,6.38,0.5,0.080069498,0.31252175,2,1,1
0.75,0.2,6.38,0.5,0.03955496,0.243490203,1,0,1
0.75,0.2,6.38,0.5,0.072360213,0.334980103,1,0,1
0.75,0.2,6.38,0.5,0.072367648,0.369513948,1,0,1
0.75,0.2,6.38,0.5,0.07547427,0.462606126,1,0,1
0.75,0.2,6.38,0.5,0.058562602,0.476927056,2,1,1
0.75,0.2,6.38,0.5,0.129977992,0.476406478,2,1,1
0.75,0.2,6.38,0.5,0.073283101,0.323054552,2,1,1
0.75,0.2,6.38,0.5,0.056789228,0.361607893,1,0,1
0.75,0.2,6.38,0.5,0.074959467,0.328125644,2,1,1
0.75,0.2,6.38,0.5,0.030469216,0.132075946,2,1,1
0.75,0.2,6.38,0.5,0.103174244,0.383170659,2,1,1
0.75,0.2,6.38,0.5,0.021725885,0.16206756,2,1,1
0.75,0.2,6.38,0.5,0.089298772,0.345729491,2,1,1
0.75,0.2,6.38,0.5,0.035670815,0.13482307,2,1,1
0.75,0.2,6.38,0.5,0.057328256,0.263005654,1,0,1
0.75,0.2,6.38,0.5,0.113618759,0.413209704,2,1,1
0.75,0.2,6.38,0.5,0.072262664,0.405643941,1,0,1
0.75,0.2,6.38,0.5,0.027554627,0.125617321,1,0,1
0.75,0.2,6.38,0.5,0.065274328,0.369709558,1,0,1
0.75,0.2,6.38,0.5,0.048488616,0.289201255,1,0,1
0.75,0.2,6.38,0.5,0.101982255,0.423995221,2,1,1
0.75,0.2,6.38,0.5,0.119899219,0.445351452,2,1,1
0.75,0.2,6.38,0.5,0.097658997,0.454087483,1,0,1
0.75,0.2,6.38,0.5,0.046096881,0.398237195,2,1,1
0.75,0.2,6.38,0.5,0.12022993,0.468035949,2,1,1
0.75,0.2,6.38,0.5,0.061829787,0.292615143,1,0,1
0.75,0.2,6.38,0.5,0.010734936,0.067173424,1,0,1
0.75,0.2,6.38,0.5,0.087363017,0.498131603,1,0,1
0.75,0.2,6.38,0.5,0.032524808,0.294511074,2,1,1
0.75,0.2,6.38,0.5,0.079549329,0.377595366,1,0,1
0.75,0.2,6.38,0.5,0.072349351,0.335259573,1,0,1
0.75,0.2,6.38,0.5,0.045405591,0.190393893,2,1,1
0.75,0.2,6.38,0.5,0.044996232,0.39307519,2,1,1
0.75,0.2,6.38,0.5,0.05781874,0.25397775,2,1,1
0.75,0.2,6.38,0.5,0.05013605,0.350593924,1,0,1
0.75,0.2,6.38,0.5,0.035301252,0.259974079,1,0,1
0.75,0.2,6.38,0.5,0.086510297,0.451674929,1,0,1
0.75,0.2,6.38,0.5,0.068602378,0.352524513,1,0,1
0.75,0.2,6.38,0.5,0.038487873,0.313783829,2,1,1
0.75,0.2,6.38,0.5,0.050604235,0.310234561,1,0,1
0.75,0.2,6.38,0.5,0.106940094,0.428014963,2,1,1
0.75,0.2,6.38,0.5,0.05753719,0.278909532,1,0,1
0.75,0.2,6.38,0.5,0.065652507,0.249975175,2,1,1
0.75,0.2,6.38,0.5,0.022481334,0.131438196,1,0,1
0.75,0.2,6.38,0.5,0.057954337,0.240102766,2,1,1
0.75,0.2,6.38,0.5,0.015408652,0.098897954,1,0,1
0.75,0.2,6.38,0.5,0.054693876,0.363667995,1,0,1
0.75,0.2,6.38,0.5,0.090160079,0.356724391,2,1,1
0.75,0.2,6.38,0.5,0.039645245,0.223939765,1,0,1
0.75,0.2,6.38,0.5,0.078437244,0.321841641,2,1,1
0.75,0.2,6.38,0.5,0.105504286,0.470067272,2,1,1
0.75,0.2,6.38,0.5,0.059782052,0.390545705,1,0,1
0.75,0.2,6.38,0.5,0.035171369,0.328554905,2,1,1
0.75,0.2,6.38,0.5,0.125649803,0.481235774,2,1,1
0.75,0.2,6.38,0.5,0.081626249,0.385200818,1,0,1
0.75,0.2,6.38,0.5,0.082241667,0.318289108,2,1,1
0.75,0.2,6.38,0.5,0.042264275,0.288175623,1,0,1
0.75,0.2,6.38,0.5,0.046090322,0.233107585,1,0,1
0.75,0.2,6.38,0.5,0.119392695,0.444116155,2,1,1
0.75,0.2,6.38,0.5,0.020866182,0.17211615,2,1,1
0.75,0.2,6.38,0.5,0.06643715,0.297080742,2,1,1
0.75,0.2,6.38,0.5,0.025892246,0.24753189,2,1,1
0.75,0.2,6.38,0.5,0.066272579,0.261573857,2,1,1
0.75,0.2,6.38,0.5,0.02434676,0.084977779,2,1,1
0.75,0.2,6.38,0.5,0.031727306,0.185284839,1,0,1
0.75,0.2,6.38,0.5,0.057536493,0.393766332,1,0,1
0.75,0.2,6.38,0.5,0.021240472,0.103181935,1,0,1
0.75,0.2,6.38,0.5,0.056077849,0.283573785,1,0,1
0.75,0.2,6.38,0.5,0.076283935,0.496321429,1,0,1
0.75,0.2,6.38,0.5,0.045623618,0.264167174,1,0,1
0.75,0.2,6.38,0.5,0.028866771,0.168088765,1,0,1
0.75,0.2,6.38,0.5,0.052839196,0.373661715,1,0,1
0.75,0.2,6.38,0.5,0.095282031,0.483490886,1,0,1
0.75,0.2,6.38,0.5,0.041051978,0.308785315,2,1,1
0.75,0.2,6.38,0.5,0.073684991,0.498699357,1,0,1
0.75,0.2,6.38,0.5,0.122353483,0.492942103,2,1,1
0.75,0.2,6.38,0.5,0.069500353,0.406003844,1,0,1
0.75,0.2,6.38,0.5,0.08343059,0.307684402,2,1,1
0.75,0.2,6.38,0.5,0.067253991,0.354119011,1,0,1
0.75,0.2,6.38,0.5,0.062265686,0.34933748,1,0,1
0.75,0.2,6.38,0.5,0.075417464,0.283570079,2,1,1
0.75,0.2,6.38,0.5,0.085961544,0.379310743,2,1,1
0.75,0.2,6.38,0.5,0.049683794,0.40485389,2,1,1
0.75,0.2,6.38,0.5,0.046992119,0.365853664,2,1,1
0.75,0.2,6.38,0.5,0.035818723,0.341538477,2,1,1
0.75,0.2,6.38,0.5,0.101849273,0.363881736,2,1,1
0.75,0.2,6.38,0.5,0.030034983,0.264237776,2,1,1
0.75,0.2,6.38,0.5,0.00802093,0.055647335,1,0,1
0.75,0.2,6.38,0.5,0.051003419,0.229049957,2,1,1
0.75,0.2,6.38,0.5,0.019859796,0.080900059,2,1,1
0.75,0.2,6.38,0.5,0.068062184,0.425564582,1,0,1
0.75,0.2,6.38,0.5,0.075470353,0.277771881,2,1,1
0.75,0.2,6.38,0.5,0.077445723,0.359887479,1,0,1
0.75,0.2,6.38,0.5,0.038966735,0.309886422,2,1,1
0.75,0.2,6.38,0.5,0.035898533,0.18829606,1,0,1
0.75,0.2,6.38,0.5,0.026799002,0.214471116,2,1,1
0.75,0.2,6.38,0.5,0.08109042,0.437960152,1,0,1
0.75,0.2,6.38,0.5,0.105187877,0.431556487,2,1,1
0.75,0.2,6.38,0.5,0.024619047,0.185171866,2,1,1
0.75,0.2,6.38,0.5,0.055395364,0.334243258,1,0,1
0.75,0.2,6.38,0.5,0.032087634,0.18894532,1,0,1
0.75,0.2,6.38,0.5,0.028860461,0.277440154,2,1,1
0.75,0.2,6.38,0.5,0.06913925,0.300647114,2,1,1
0.75,0.2,6.38,0.5,0.094567503,0.473956139,1,0,1
0.75,0.2,6.38,0.5,0.030647764,0.223562252,1,0,1
0.75,0.2,6.38,0.5,0.061542032,0.233144511,2,1,1
0.75,0.2,6.38,0.5,0.086121545,0.316561495,2,1,1
0.75,0.2,6.38,0.5,0.011376996,0.049597833,2,1,1
0.75,0.2,6.38,0.5,0.027022397,0.152102068,1,0,1
0.75,0.2,6.38,0.5,0.045218577,0.18147267,2,1,1
0.75,0.2,6.38,0.5,0.084581598,0.411924133,1,0,1
0.75,0.2,6.38,0.5,0.059437648,0.289913444,1,0,1
0.75,0.2,6.38,0.5,0.0245096,0.153869151,1,0,1
0.75,0.2,6.38,0.5,0.060486197,0.433480228,1,0,1
0.75,0.2,6.38,0.5,0.016590807,0.107529965,1,0,1
0.75,0.2,6.38,0.5,0.105604616,0.37284091,2,1,1
0.75,0.2,6.38,0.5,0.025826241,0.186759859,1,0,1
0.75,0.2,6.38,0.5,0.046924656,0.372132392,2,1,1
0.75,0.2,6.38,0.5,0.066312523,0.436636639,1,0,1
0.75,0.2,6.38,0.5,0.018577647,0.173555159,2,1,1
0.75,0.2,6.38,0.5,0.11449771,0.418160153,2,1,1
0.75,0.2,6.38,0.5,0.036622531,0.174911409,1,0,1
0.75,0.2,6.38,0.5,0.097248184,0.399801432,2,1,1
0.75,0.2,6.38,0.5,0.068927368,0.248270784,2,1,1
0.75,0.2,6.38,0.5,0.065063951,0.350012928,1,0,1
0.75,0.2,6.38,0.5,0.013328135,0.104728346,2,1,1
0.75,0.2,6.38,0.5,0.13536121,0.477026009,2,1,1
0.75,0.2,6.38,0.5,0.072170821,0.325911561,1,0,1
0.75,0.2,6.38,0.5,0.051798661,0.454261233,2,1,1
0.75,0.2,6.38,0.5,0.063646602,0.345578268,1,0,1
0.75,0.2,6.38,0.5,0.078748344,0.441837485,1,0,1
0.75,0.2,6.38,0.5,0.101703025,0.489008556,1,0,1
0.75,0.2,6.38,0.5,0.082372108,0.491596526,1,0,1
0.75,0.2,6.38,0.5,0.024126791,0.219054593,2,1,1
0.75,0.2,6.38,0.5,0.034011956,0.137108986,2,1,1
0.75,0.2,6.38,0.5,0.041707861,0.365900368,2,1,1
0.75,0.2,6.38,0.5,0.046180315,0.289956266,1,0,1
0.75,0.2,6.38,0.5,0.056787997,0.396702918,1,0,1
0.75,0.2,6.38,0.5,0.064648847,0.454453113,1,0,1
0.75,0.2,6.38,0.5,0.108916638,0.45405621,2,1,1
0.75,0.2,6.38,0.5,0.058768374,0.399900563,1,0,1
0.75,0.2,6.38,0.5,0.03629641,0.341670065,2,1,1
0.75,0.2,6.38,0.5,0.075060249,0.343671643,1,0,1
0.75,0.2,6.38,0.5,0.100617289,0.479455092,1,0,1
0.75,0.2,6.38,0.5,0.069840938,0.42154808,1,0,1
0.75,0.2,6.38,0.5,0.051189234,0.413667695,2,1,1
0.75,0.2,6.38,0.5,0.048667174,0.360247687,1,0,1
0.75,0.2,6.38,0.5,0.058484797,0.284327413,1,0,1
0.75,0.2,6.38,0.5,0.041719143,0.16233265,2,1,1
0.75,0.2,6.38,0.5,0.081709738,0.493023144,1,0,1
0.75,0.2,6.38,0.5,0.042108699,0.363521516,2,1,1
0.75,0.2,6.38,0.5,0.042613199,0.383109878,2,1,1
0.75,0.2,6.38,0.5,0.052474046,0.248621475,1,0,1
0.75,0.2,6.38,0.5,0.116576216,0.458154393,2,1,1
0.75,0.2,6.38,0.5,0.038558884,0.265695257,1,0,1
0.75,0.2,6.38,0.5,0.081827667,0.410070311,1,0,1
0.75,0.2,6.38,0.5,0.00946971,0.085807191,2,1,1
0.75,0.2,6.38,0.5,0.030983492,0.164153499,1,0,1
0.75,0.2,6.38,0.5,0.105929786,0.454778225,2,1,1
0.75,0.2,6.38,0.5,0.008333704,0.054869974,1,0,1
0.75,0.2,6.38,0.5,0.046804518,0.294158831,1,0,1
0.75,0.2,6.38,0.5,0.064745809,0.398465729,1,0,1
0.75,0.2,6.38,0.5,0.04656186,0.337051951,1,0,1
0.75,0.2,6.38,0.5,0.070924567,0.321809769,1,0,1
0.75,0.2,6.38,0.5,0.105495262,0.393435618,2,1,1
0.75,0.2,6.38,0.5,0.038578608,0.364228187,2,1,1
0.75,0.2,6.38,0.5,0.12862608,0.44767353,2,1,1
0.75,0.2,6.38,0.5,0.013437557,0.061343612,2,1,1
0.75,0.2,6.38,0.5,0.068740414,0.329032805,1,0,1
0.75,0.2,6.38,0.5,0.048886082,0.433926294,2,1,1
0.75,0.2,6.38,0.5,0.08035444,0.360439747,2,1,1
0.75,0.2,6.38,0.5,0.074794373,0.469891718,1,0,1
0.75,0.2,6.38,0.5,0.016027338,0.116108968,1,0,1
0.75,0.2,6.38,0.5,0.063154861,0.275075859,2,1,1
0.75,0.2,6.38,0.5,0.067360886,0.415077515,1,0,1
0.75,0.2,6.38,0.5,0.030434151,0.2596484,2,1,1
0.75,0.2,6.38,0.5,0.088949707,0.339477538,2,1,1
0.75,0.2,6.38,0.5,0.086639151,0.362821597,2,1,1
0.75,0.2,6.38,0.5,0.01528124,0.111925406,1,0,1
0.75,0.2,6.38,0.5,0.049460099,0.285919536,1,0,1
0.75,0.2,6.38,0.5,0.112497605,0.459993621,2,1,1
0.75,0.2,6.38,0.5,0.056033892,0.320620147,1,0,1
0.75,0.2,6.38,0.5,0.073003435,0.462778809,1,0,1
0.75,0.2,6.38,0.5,0.043723456,0.351837702,2,1,1
0.75,0.2,6.38,0.5,0.028747141,0.133295671,1,0,1
0.75,0.2,6.38,0.5,0.095652614,0.365384834,2,1,1
0.75,0.2,6.38,0.5,0.050890435,0.318215921,1,0,1
0.75,0.2,6.38,0.5,0.050982456,0.348531583,1,0,1
0.75,0.2,6.38,0.5,0.104121826,0.373797235,2,1,1
0.75,0.2,6.38,0.5,0.114409497,0.444630012,2,1,1
0.75,0.2,6.38,0.5,0.111121569,0.487966583,2,1,1
0.75,0.2,6.38,0.5,0.010637308,0.065408875,1,0,1
0.75,0.2,6.38,0.5,0.098961781,0.421423143,2,1,1
0.75,0.2,6.38,0.5,0.082824809,0.375094733,1,0,1
0.75,0.2,6.38,0.5,0.09285628,0.369138101,2,1,1
0.75,0.2,6.38,0.5,0.042011753,0.233635151,1,0,1
0.75,0.2,6.38,0.5,0.040284999,0.238048677,1,0,1
0.75,0.2,6.38,0.5,0.007738178,0.039617709,1,0,1
0.75,0.2,6.38,0.5,0.096001447,0.444262239,1,0,1
0.75,0.2,6.38,0.5,0.114753896,0.460928552,2,1,1
0.75,0.2,6.38,0.5,0.044892248,0.420039357,2,1,1
0.75,0.2,6.38,0.5,0.054262386,0.363606028,1,0,1
0.75,0.2,6.38,0.5,0.047607309,0.277422052,1,0,1
0.75,0.2,6.38,0.5,0.114667343,0.454298176,2,1,1
0.75,0.2,6.38,0.5,0.078902469,0.458591024,1,0,1
0.75,0.2,6.38,0.5,0.124473951,0.475950405,2,1,1
0.75,0.2,6.38,0.5,0.033025017,0.310841595,2,1,1
0.75,0.2,6.38,0.5,0.057123579,0.359062391,1,0,1
0.75,0.2,6.38,0.5,0.091612034,0.395528422,2,1,1
0.75,0.2,6.38,0.5,0.033235868,0.321221121,2,1,1
0.75,0.2,6.38,0.5,0.097164322,0.457083799,1,0,1
0.75,0.2,6.38,0.5,0.001086219,0.00434435,2,1,1
0.75,0.2,6.38,0.5,0.085467295,0.406168425,1,0,1
0.75,0.2,6.38,0.5,0.055057362,0.321228498,1,0,1
0.75,0.2,6.38,0.5,0.073763698,0.40400383,1,0,1
0.75,0.2,6.38,0.5,0.048725405,0.465979522,2,1,1
0.75,0.2,6.38,0.5,0.096343371,0.471488504,1,0,1
0.75,0.2,6.38,0.5,0.023288566,0.192488392,2,1,1
0.75,0.2,6.38,0.5,0.125212651,0.453525276,2,1,1
0.75,0.2,6.38,0.5,0.056800554,0.375744114,1,0,1
0.75,0.2,6.38,0.5,0.034370724,0.171048725,1,0,1
0.75,0.2,6.38,0.5,0.116769906,0.415297069,2,1,1
0.75,0.2,6.38,0.5,0.01765882,0.12573777,1,0,1
0.75,0.2,6.38,0.5,0.039177065,0.179713547,1,0,1
0.75,0.2,6.38,0.5,0.035974381,0.228483463,1,0,1
0.75,0.2,6.38,0.5,0.050446578,0.241882192,1,0,1
0.75,0.2,6.38,0.5,0.034386919,0.283491659,2,1,1
0.75,0.2,6.38,0.5,0.050599528,0.451132725,2,1,1
0.75,0.2,6.38,0.5,0.032248569,0.218256173,1,0,1
0.75,0.2,6.38,0.5,0.034599072,0.253754416,1,0,1
0.75,0.2,6.38,0.5,0.043503828,0.378373406,2,1,1
0.75,0.2,6.38,0.5,0.090604252,0.368389727,2,1,1
0.75,0.2,6.38,0.5,0.07898655,0.376791582,1,0,1
0.75,0.2,6.38,0.5,0.056259371,0.470665173,2,1,1
0.75,0.2,6.38,0.5,0.0117778,0.056043208,1,0,1
0.75,0.2,6.38,0.5,0.107743233,0.394124904,2,1,1
0.75,0.2,6.38,0.5,0.055569167,0.413521623,1,0,1
0.75,0.2,6.38,0.5,0.033496042,0.310077869,2,1,1
0.75,0.2,6.38,0.5,0.034381403,0.286778223,2,1,1
0.75,0.2,6.38,0.5,0.071055649,0.462013608,1,0,1
0.75,0.2,6.38,0.5,0.130464994,0.468413555,2,1,1
0.75,0.2,6.38,0.5,0.032230129,0.117398889,2,1,1
0.75,0.2,6.38,0.5,0.103393446,0.370555354,2,1,1
0.75,0.2,6.38,0.5,0.104596491,0.420268711,2,1,1
0.75,0.2,6.38,0.5,0.069906233,0.280244621,2,1,1
0.75,0.2,6.38,0.5,0.059770312,0.227232756,2,1,1
0.75,0.2,6.38,0.5,0.052332035,0.239221806,1,0,1
0.75,0.2,6.38,0.5,0.104364503,0.438112904,2,1,1
0.75,0.2,6.38,0.5,0.065691502,0.336247517,1,0,1
0.75,0.2,6.38,0.5,0.050829212,0.31117836,1,0,1
0.75,0.2,6.38,0.5,0.051563771,0.406066304,2,1,1
0.75,0.2,6.38,0.5,0.040292594,0.24763184,1,0,1
0.75,0.2,6.38,0.5,0.111606979,0.400597534,2,1,1
0.75,0.2,6.38,0.5,0.027155606,0.144518618,1,0,1
0.75,0.2,6.38,0.5,0.051556468,0.216991222,2,1,1
0.75,0.2,6.38,0.5,0.0715521,0.281683213,2,1,1
0.75,0.2,6.38,0.5,0.139541762,0.486980832,2,1,1
0.75,0.2,6.38,0.5,0.115008695,0.448269845,2,1,1
0.75,0.2,6.38,0.5,0.101094357,0.433168203,2,1,1
0.75,0.2,6.38,0.5,0.005718633,0.052830071,2,1,1
0.75,0.2,6.38,0.5,0.048129521,0.355779033,1,0,1
0.75,0.2,6.38,0.5,0.026341596,0.113404192,2,1,1
0.75,0.2,6.38,0.5,0.061186732,0.246703227,2,1,1
0.75,0.2,6.38,0.5,0.027911863,0.138055046,1,0,1
0.75,0.2,6.38,0.5,0.034407585,0.199698032,1,0,1
0.75,0.2,6.38,0.5,0.101756719,0.431921597,2,1,1
0.75,0.2,6.38,0.5,0.064987389,0.252148769,2,1,1
0.75,0.2,6.38,0.5,0.085636469,0.483482312,1,0,1
0.75,0.2,6.38,0.5,0.055474351,0.381114139,1,0,1
0.75,0.2,6.38,0.5,0.058518012,0.228240518,2,1,1
0.75,0.2,6.38,0.5,0.124827915,0.43794491,2,1,1
0.75,0.2,6.38,0.5,0.057388941,0.451978441,2,1,1
0.75,0.2,6.38,0.5,0.081893974,0.436362238,1,0,1
0.75,0.2,6.38,0.5,0.074458469,0.339794271,1,0,1
0.75,0.2,6.38,0.5,0.027234778,0.10500186,2,1,1
0.75,0.2,6.38,0.5,0.099986502,0.428758624,2,1,1
0.75,0.2,6.38,0.5,0.034554927,0.224023862,1,0,1
0.75,0.2,6.38,0.5,0.110011522,0.473076064,2,1,1
0.75,0.2,6.38,0.5,0.024840592,0.190622661,2,1,1
0.75,0.2,6.38,0.5,0.023900458,0.193478243,2,1,1
0.75,0.2,6.38,0.5,0.053868194,0.241957644,2,1,1
0.75,0.2,6.38,0.5,0.087574129,0.379039551,2,1,1
0.75,0.2,6.38,0.5,0.069753067,0.328188282,1,0,1
0.75,0.2,6.38,0.5,0.087091197,0.391148876,1,0,1
0.75,0.2,6.38,0.5,0.017575811,0.064816274,2,1,1
0.75,0.2,6.38,0.5,0.093367131,0.367551072,2,1,1
0.75,0.2,6.38,0.5,0.112028616,0.457365145,2,1,1
0.75,0.2,6.38,0.5,0.053976148,0.274418982,1,0,1
0.75,0.2,6.38,0.5,0.042685708,0.239267968,1,0,1
0.75,0.2,6.38,0.5,0.022699804,0.090910173,2,1,1
0.75,0.2,6.38,0.5,0.036056762,0.20653537,1,0,1
0.75,0.2,6.38,0.5,0.043257582,0.318154449,1,0,1
0.75,0.2,6.38,0.5,0.104407933,0.364666528,2,1,1
0.75,0.2,6.38,0.5,0.0565747,0.380044549,1,0,1
0.75,0.2,6.38,0.5,0.107004881,0.47784846,1,0,1
0.75,0.2,6.38,0.5,0.062976329,0.405121808,1,0,1
0.75,0.2,6.38,0.5,0.045052787,0.372843717,2,1,1
0.75,0.2,6.38,0.5,0.066543523,0.357380803,1,0,1
0.75,0.2,6.38,0.5,0.105851951,0.381311662,2,1,1
0.75,0.2,6.38,0.5,0.026235794,0.153893347,1,0,1
0.75,0.2,6.38,0.5,0.027291567,0.222060878,2,1,1
0.75,0.2,6.38,0.5,0.041923803,0.220209074,1,0,1
0.75,0.2,6.38,0.5,0.09589699,0.422753492,2,1,1
0.75,0.2,6.38,0.5,0.015590473,0.09725893,1,0,1
0.75,0.2,6.38,0.5,0.058192558,0.389982728,1,0,1
0.75,0.2,6.38,0.5,0.047152646,0.264852064,1,0,1
0.75,0.2,6.38,0.5,0.017060748,0.077332558,2,1,1
0.75,0.2,6.38,0.5,0.050754023,0.461100497,2,1,1
0.75,0.2,6.38,0.5,0.034126927,0.280196301,2,1,1
0.75,0.2,6.38,0.5,0.02249102,0.168968232,2,1,1
0.75,0.2,6.38,0.5,0.085742712,0.412790871,1,0,1
0.75,0.2,6.38,0.5,0.067766757,0.2747581,2,1,1
0.75,0.2,6.38,0.5,0.039056908,0.337185001,2,1,1
0.75,0.2,6.38,0.5,0.131849104,0.481047783,2,1,1
0.75,0.2,6.38,0.5,0.008650177,0.077065965,2,1,1
0.75,0.2,6.38,0.5,0.062343768,0.352249905,1,0,1
0.75,0.2,6.38,0.5,0.019889829,0.124446819,1,0,1
0.75,0.2,6.38,0.5,0.082418084,0.376805818,1,0,1
0.75,0.2,6.38,0.5,0.030970865,0.263572429,2,1,1
0.75,0.2,6.38,0.5,0.10030089,0.471081051,1,0,1
0.75,0.2,6.38,0.5,0.11976217,0.461771345,2,1,1
0.75,0.2,6.38,0.5,0.088972694,0.418737385,1,0,1
0.75,0.2,6.38,0.5,0.094101842,0.38291606,2,1,1
0.75,0.2,6.38,0.5,0.068949296,0.402207416,1,0,1
0.75,0.2,6.38,0.5,0.119554399,0.474802153,2,1,1
0.75,0.2,6.38,0.5,0.108240481,0.424075757,2,1,1
0.75,0.2,6.38,0.5,0.10176581,0.3680598,2,1,1
0.75,0.2,6.38,0.5,0.071269319,0.261669541,2,1,1
0.75,0.2,6.38,0.5,0.02711467,0.117956401,2,1,1
0.75,0.2,6.38,0.5,0.015211783,0.05425277,2,1,1
0.75,0.2,6.38,0.5,0.075738436,0.498726185,1,0,1
0.75,0.2,6.38,0.5,0.038882352,0.320297012,2,1,1
0.75,0.2,6.38,0.5,0.087824127,0.471047073,1,0,1
0.75,0.2,6.38,0.5,0.05942847,0.480002096,2,1,1
0.75,0.2,6.38,0.5,0.091571743,0.387999771,2,1,1
0.75,0.2,6.38,0.5,0.014034883,0.1186398,2,1,1
0.75,0.2,6.38,0.5,0.065364606,0.482292729,1,0,1
0.75,0.2,6.38,0.5,0.01984186,0.095218239,1,0,1
0.75,0.2,6.38,0.5,0.046122784,0.216230418,1,0,1
