k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
1.1,0,0.2526624096196559,0.41394867451888206,1,0,1
1.1,0,0.21820617218301075,0.26538243916709725,1,0,1
1.1,0,0.47861605416067,0.34891401229352237,1,0,1
1.1,0,0.176133787146737,0.10028082246838965,2,0,2
1.1,0,0.1246681178531368,0.08856198851732167,2,0,2
1.1,0,0.3969974448352358,0.052798597598359476,3,1,2
1.1,0,0.44666322762929256,0.16658421640107202,2,0,2
1.1,0,0.14191453179751823,0.4695511627475376,2,1,1
1.1,0,0.11597216115514575,0.1478714955204985,2,0,2
1.1,0,0.42374471740394637,0.3489458693121903,1,0,1
1.1,0,0.38847298274319575,0.14285368157324696,2,0,2
1.1,0,0.4739096588150168,0.006917816921658937,3,1,2
1.1,0,0.02703745395495505,0.4798313749689046,3,1,2
1.1,0,0.46568368335095056,0.03277673889606947,3,1,2
1.1,0,0.3449676682287841,0.04495343082362235,3,1,2
1.1,0,0.2671887329130681,0.021392659335640274,3,1,2
1.1,0,0.12932702080151082,0.0413367460336973,3,1,2
1.1,0,0.3297852080279555,0.1885675205919014,1,0,1
1.1,0,0.13645486569305576,0.33328730603757084,1,0,1
1.1,0,0.2598844613114365,0.0851704774822366,3,1,2
1.1,0,0.12952043736059593,0.07686887581645008,2,0,2
1.1,0,0.32523921099265096,0.17586332936228255,1,0,1
1.1,0,0.07413357115981012,0.23420345364963557,2,1,1
1.1,0,0.48939100955102155,0.2502820279220752,1,0,1
1.1,0,0.07253268157465986,0.27855549704451543,2,1,1
1.1,0,0.1839328463227784,0.12141928709791061,2,0,2
1.1,0,0.06233777878902946,0.1840772200320775,3,1,2
1.1,0,0.16124944911620853,0.35074986372699246,1,0,1
1.1,0,0.10898846762599101,0.48583420037779734,2,1,1
1.1,0,0.05089881003485264,0.007563326306469942,3,1,2
1.1,0,0.01898394538795245,0.2431078583555656,3,1,2
1.1,0,0.32725507071389426,0.3917235565783842,1,0,1
1.1,0,0.07268022541402319,0.43008598520399355,2,1,1
1.1,0,0.007914150753263738,0.05879782564250147,3,1,2
1.1,0,0.4949594157635786,0.24168962215307,1,0,1
1.1,0,0.08109755585760314,0.4661381810842107,2,1,1
1.1,0,0.07554346958510227,0.1210226271153102,2,0,2
1.1,0,0.4246393945592666,0.10894056486260362,3,1,2
1.1,0,0.28400807093127056,0.35505421773624724,1,0,1
1.1,0,0.3474869492233933,0.0617151539471712,3,1,2
1.1,0,0.34043269676842114,0.27119093637356295,1,0,1
1.1,0,0.32099332768563615,0.1153650569340332,2,0,2
1.1,0,0.1040933261564857,0.3556667473185342,2,1,1
1.1,0,0.21688995198944128,0.23444015524408468,1,0,1
1.1,0,0.3169927666741317,0.2741110044363537,1,0,1
1.1,0,0.10966549012905014,0.3039993647667436,1,0,1
1.1,0,0.10843244279052311,0.1723595158464405,2,0,2
1.1,0,0.23958659903173507,0.06375114121093373,3,1,2
1.1,0,0.41410636580685156,0.4200004690220881,1,0,1
1.1,0,0.14159677664009207,0.3162914935744968,1,0,1
1.1,0,0.4398871551547192,0.1363305762719168,3,1,2
1.1,0,0.36151553196170283,0.4120626136237223,1,0,1
1.1,0,0.32903938427626767,0.001332803235177149,3,1,2
1.1,0,0.16359206394319514,0.4929036016013413,1,0,1
1.1,0,0.07869038565544284,0.03919071900773652,2,0,2
1.1,0,0.06656644853788052,0.22373294638328434,3,1,2
1.1,0,0.3392275438677519,0.4119128189524194,1,0,1
1.1,0,0.3337666198450263,0.19660488270054988,1,0,1
1.1,0,0.04151539051682984,0.22156727181234948,3,1,2
1.1,0,0.47166411642772466,0.26759164756192944,1,0,1
1.1,0,0.3395054798636964,0.27315359587325483,1,0,1
1.1,0,0.1989851707034036,0.09368875047337488,2,0,2
1.1,0,0.2880990534998449,0.3161860902362226,1,0,1
1.1,0,0.09558813747943717,0.16469333604725045,2,0,2
1.1,0,0.3604966872897196,0.46854027203395754,1,0,1
1.1,0,0.16421240216805788,0.11189108951877114,2,0,2
1.1,0,0.1742059500937525,0.36037316366426575,1,0,1
1.1,0,0.022860238689911716,0.16067976881749801,3,1,2
1.1,0,0.03208109575556772,0.3344868650108508,3,1,2
1.1,0,0.13317043070802626,0.46419689727955993,2,1,1
1.1,0,0.2527985823620915,0.2588663983115842,1,0,1
1.1,0,0.26161520069210487,0.35259823237955457,1,0,1
1.1,0,0.017777247213619063,0.3793179293515785,3,1,2
1.1,0,0.050814634747940346,0.21289116805795372,3,1,2
1.1,0,0.4982403533874925,0.15719952323422282,3,1,2
1.1,0,0.4646088753323031,0.12769417560646001,3,1,2
1.1,0,0.04269403690489415,0.45453162796426183,2,1,1
1.1,0,0.2354563881497218,0.3952702115385047,1,0,1
1.1,0,0.253617884802642,0.44095033949927975,1,0,1
1.1,0,0.008747541137789527,0.008176122068558,2,0,2
1.1,0,0.384027527106512,0.2693161415172941,1,0,1
1.1,0,0.3447145305946093,0.37086512184476905,1,0,1
1.1,0,0.2054632626885794,0.4207031966387811,1,0,1
1.1,0,0.1880953350903377,0.14852586526395972,2,0,2
1.1,0,0.0763085363685172,0.34754072193607677,2,1,1
1.1,0,0.009138083554153464,0.4485412587921551,3,1,2
1.1,0,0.188857086393041,0.21687542148587402,1,0,1
1.1,0,0.23915184885969787,0.4985789892936595,1,0,1
1.1,0,0.48090404052822966,0.18924264243180067,1,0,1
1.1,0,0.27925559657884536,0.44200619649974715,1,0,1
1.1,0,0.1323349732580814,0.02868328972512968,3,1,2
1.1,0,0.4778375938317313,0.4418413270828927,1,0,1
1.1,0,0.014629864700628992,0.31857726414671583,3,1,2
1.1,0,0.3176809453397883,0.06097893081702843,3,1,2
1.1,0,0.14568706450389912,0.41521321251562093,1,0,1
1.1,0,0.03640051878672035,0.1394270574461769,3,1,2
1.1,0,0.2629632229835486,0.14135469659711442,2,0,2
1.1,0,0.10211249450051507,0.23327668699909887,1,0,1
1.1,0,0.008830638430567861,0.16254094433888633,3,1,2
1.1,0,0.34954483200816955,0.49886887063671315,1,0,1
1.1,0,0.47066660087703116,0.3396722649069245,1,0,1
1.1,0,0.24565692024275754,0.24845823941395917,1,0,1
1.1,0,0.19822403704220037,0.48403605858897303,1,0,1
1.1,0,0.27195185334785166,0.025489893794064855,3,1,2
1.1,0,0.08844028266560611,0.15313014178576123,2,0,2
1.1,0,0.3370613637590565,0.07557482120386527,3,1,2
1.1,0,0.10185914325199763,0.09047468516774648,2,0,2
1.1,0,0.3656475324030197,0.3259285028107538,1,0,1
1.1,0,0.10433253026120981,0.14222012537297535,2,0,2
1.1,0,0.05899732948613157,0.002916890356631563,3,1,2
1.1,0,0.032194767453256,0.29844722849048444,3,1,2
1.1,0,0.08624571385531243,0.4041189684281189,2,1,1
1.1,0,0.1569926745354745,0.4768310810389593,1,0,1
1.1,0,0.3193542816659679,0.4521162190849517,1,0,1
1.1,0,0.06831544045598259,0.15197983358929956,2,0,2
1.1,0,0.10188508301735477,0.07846596469965783,2,0,2
1.1,0,0.3702272389524254,0.42929968198171486,1,0,1
1.1,0,0.4262415871839813,0.11659715418693761,3,1,2
1.1,0,0.47099320889210683,0.38320630562610614,1,0,1
1.1,0,0.08342469690415188,0.3470808955994358,2,1,1
1.1,0,0.20172231858246492,0.45161001915073384,1,0,1
1.1,0,0.3141563375283908,0.3705241398382283,1,0,1
1.1,0,0.4814831479361009,0.3281019740600064,1,0,1
1.1,0,0.38347204243986566,0.017805428102381615,3,1,2
1.1,0,0.08888265889776703,0.029561201501003387,3,1,2
1.1,0,0.3418123654699501,0.27486990327519245,1,0,1
1.1,0,0.18697184877485185,0.4006207160083265,1,0,1
1.1,0,0.16742820008059134,0.2907151614614686,1,0,1
1.1,0,0.4488469030261356,0.24757223112265658,1,0,1
1.1,0,0.37699356675084206,0.24687698355431775,1,0,1
1.1,0,0.04598613010547015,0.33814727005960554,2,1,1
1.1,0,0.26211884674490993,0.4658757114803521,1,0,1
1.1,0,0.3391172719003459,0.2933819015218577,1,0,1
1.1,0,0.4573979105308321,0.36575943132815925,1,0,1
1.1,0,0.24884250293672638,0.19852487710915245,1,0,1
1.1,0,0.09472999039756336,0.2509064809295266,1,0,1
1.1,0,0.05400198385676125,0.393009655013176,2,1,1
1.1,0,0.008440637736540912,0.11445940648516051,3,1,2
1.1,0,0.1258861746434521,0.13689518074702045,2,0,2
1.1,0,0.2478155452861045,0.4820308090390679,1,0,1
1.1,0,0.2982815292774409,0.4672971345712802,1,0,1
1.1,0,0.11122921307729983,0.25970631365644936,1,0,1
1.1,0,0.37263525658800134,0.19891613567124444,1,0,1
1.1,0,0.01273883382630081,0.16905631557923673,3,1,2
1.1,0,0.11662369810043705,0.18982881318432598,1,0,1
1.1,0,0.09017368827033978,0.3887368231224769,2,1,1
1.1,0,0.14903488529756137,0.12214363475800794,2,0,2
1.1,0,0.3418073573667695,0.306755966149153,1,0,1
1.1,0,0.028063162982078116,0.08476520605301019,3,1,2
1.1,0,0.16491913246260437,0.30057397126116325,1,0,1
1.1,0,0.09958781130835626,0.2758001331465486,1,0,1
1.1,0,0.25823845368724474,0.08986849170449485,3,1,2
1.1,0,0.09973032154878514,0.292608522926166,2,1,1
1.1,0,0.08490426276313001,0.05469027777160551,2,0,2
1.1,0,0.09342464437869469,0.33528025149761675,2,1,1
1.1,0,0.048114939912690224,0.14044968148957282,3,1,2
1.1,0,0.008494094478542658,0.28395668579195854,3,1,2
1.1,0,0.06730303320779973,0.25232933365541377,2,1,1
1.1,0,0.2995505471643194,0.13501178026506333,2,0,2
1.1,0,0.36401219108091076,0.22600532999033007,1,0,1
1.1,0,0.12277574461214458,0.2696331068682367,1,0,1
1.1,0,0.042070524305749424,0.4148777431167473,2,1,1
1.1,0,0.01335459940646333,0.484491966668508,3,1,2
1.1,0,0.20558298249655715,0.05420310969371067,3,1,2
1.1,0,0.2159765348229461,0.17948605026290032,1,0,1
1.1,0,0.49282710046861367,0.08284617915547055,3,1,2
1.1,0,0.2908688339939641,0.05774801531139817,3,1,2
1.1,0,0.1424117867703234,0.42534342945437054,1,0,1
1.1,0,0.14597028942367263,0.19759485887801853,1,0,1
1.1,0,0.29918773857693226,0.10797196415592725,2,0,2
1.1,0,0.14136566672311335,0.2186386404217533,1,0,1
1.1,0,0.40223200428526085,0.2455261576229525,1,0,1
1.1,0,0.09283956496606571,0.48080957851052364,2,1,1
1.1,0,0.1476013634892115,0.4417763013241639,1,0,1
1.1,0,0.06936067270514401,0.35039751415931997,2,1,1
1.1,0,0.058812634155313015,0.19887489059698793,3,1,2
1.1,0,0.26741173885736613,0.09739734562317959,2,0,2
1.1,0,0.07659007362881143,0.06931386453158173,2,0,2
1.1,0,0.16390496586371606,0.4926604721841108,1,0,1
1.1,0,0.4693227747797676,0.14509931949767474,3,1,2
1.1,0,0.04059984458119337,0.038760892995861496,2,0,2
1.1,0,0.3145641234085562,0.006831774428430748,3,1,2
1.1,0,0.40953838257458697,0.05566531960472709,3,1,2
1.1,0,0.3276511299050402,0.07294388290850695,3,1,2
1.1,0,0.22400645247210138,0.0546582214285658,3,1,2
1.1,0,0.3081197417194318,0.3814473264224302,1,0,1
1.1,0,0.28222920928599904,0.4213518312523977,1,0,1
1.1,0,0.038570634334564535,0.2854530371421855,3,1,2
1.1,0,0.20921808702122058,0.11065974889696317,2,0,2
1.1,0,0.11257711292798545,0.22983846254651386,1,0,1
1.1,0,0.4977138841929649,0.048369905556949755,3,1,2
1.1,0,0.4615969305951263,0.025825397881927392,3,1,2
1.1,0,0.35419364595700376,0.42970287347426406,1,0,1
1.1,0,0.4761424377691985,0.27106716812959497,1,0,1
1.1,0,0.10083025448384542,0.2198737055224531,1,0,1
1.1,0,0.43713778598596376,0.0022379745128707773,3,1,2
1.1,0,0.45644790242584676,0.4792789903586272,1,0,1
1.1,0,0.23313998570865235,0.36439404894323346,1,0,1
1.1,0,0.14604642410912627,0.45648225862400527,2,1,1
1.1,0,0.3170558920808102,0.37770391701834427,1,0,1
1.1,0,0.3344441483395554,0.09896367001086992,3,1,2
1.1,0,0.3803712831061016,0.17900685111668346,1,0,1
1.1,0,0.42908215306698705,0.018655018051719652,3,1,2
1.1,0,0.32569989206348315,0.14137697406966776,2,0,2
1.1,0,0.21712563088828318,0.3628262605980257,1,0,1
1.1,0,0.45360189604785806,0.19409076375532108,1,0,1
1.1,0,0.1503901825748527,0.1403543897275722,2,0,2
1.1,0,0.2698309222061156,0.19735372931875517,1,0,1
1.1,0,0.3490503826896355,0.16687813005676455,2,0,2
1.1,0,0.2271694756182957,0.4601101725480943,1,0,1
1.1,0,0.13560091871440338,0.2049046057027698,1,0,1
1.1,0,0.18950083195415013,0.47712111371502597,1,0,1
1.1,0,0.15298683668794566,0.3306967648688428,1,0,1
1.1,0,0.1500283526743461,0.3342734387524099,1,0,1
1.1,0,0.10714799529491659,0.4952988768247022,2,1,1
1.1,0,0.326273656366202,0.11453182071072998,2,0,2
1.1,0,0.36670239321789666,0.4721266595779049,1,0,1
1.1,0,0.44976132875136066,0.49852123404862614,1,0,1
1.1,0,0.38322409914627065,0.45799472415720277,1,0,1
1.1,0,0.017818235031273,0.47921050566687007,3,1,2
1.1,0,0.051369263211539784,0.46794525972583334,2,1,1
1.1,0,0.2999569117837704,0.29699584991857453,1,0,1
1.1,0,0.08621395387213315,0.3492644228905867,2,1,1
1.1,0,0.24279226889993377,0.2871952450228946,1,0,1
1.1,0,0.3122385571220446,0.06211767475706442,3,1,2
1.1,0,0.3504510452896362,0.08689413036829152,3,1,2
1.1,0,0.04665732425925939,0.1736985162485425,3,1,2
1.1,0,0.045880614749610804,0.16900674155532858,3,1,2
1.1,0,0.04980539619561575,0.10149868349456459,2,0,2
1.1,0,0.19110959113535297,0.005065486418177834,3,1,2
1.1,0,0.4999324487733696,0.45678777208114085,1,0,1
1.1,0,0.21718556016097668,0.40431396708869227,1,0,1
1.1,0,0.008873139888778803,0.13942870505116256,3,1,2
1.1,0,0.173166645731491,0.12003077848668908,2,0,2
1.1,0,0.1660788891331335,0.3386400574419909,1,0,1
1.1,0,0.17117163550840775,0.41114461396794333,1,0,1
1.1,0,0.21153542083783095,0.3970240808657378,1,0,1
1.1,0,0.2643186264954639,0.28917844712964735,1,0,1
1.1,0,0.4383412470033313,0.09883082751999628,3,1,2
1.1,0,0.12965744683727642,0.1602071391646237,2,0,2
1.1,0,0.34674959582801457,0.3078887110557582,1,0,1
1.1,0,0.4134040538454685,0.15196020892355866,2,0,2
1.1,0,0.3825155188391536,0.2868580411078747,1,0,1
1.1,0,0.17411732110405587,0.2853199823859721,1,0,1
1.1,0,0.23709032569607436,0.30192598388609093,1,0,1
1.1,0,0.009119941320282487,0.16178516281441413,3,1,2
1.1,0,0.04170289878366307,0.26004821669477884,3,1,2
1.1,0,0.44845143703451995,0.17971824798750913,1,0,1
1.1,0,0.10379461538286217,0.2993871027741938,2,1,1
1.1,0,0.42200828061211415,0.2319097368836749,1,0,1
1.1,0,0.21468831452216885,0.03499242623198329,3,1,2
1.1,0,0.17003965974166968,0.24044454039541208,1,0,1
1.1,0,0.1381899878332129,0.22389237245978744,1,0,1
1.1,0,0.046956220804284854,0.4439472526458761,2,1,1
